Asteroid designations ( Number, Name, Temporary designation): 6144, Kondojiro,  1994 EQ3, J94E03Q, 1937 JF, J37J00F, 1937 JQ, J37J00Q, 1984 FW1, J84F01W
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 02 - 07 - 06:25
Observation was made by : M. Popescu, F. Lopez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 6144vshd142801.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4216000 0.94300 0.07974
0.4237000 0.82930 0.07569
0.4256000 0.94798 0.07386
0.4280000 0.91127 0.07929
0.4313000 0.95534 0.07749
0.4339000 0.93982 0.07201
0.4358000 0.80255 0.06486
0.4374000 0.86492 0.06435
0.4391000 0.93674 0.06598
0.4409000 1.00398 0.06184
0.4427000 0.88501 0.05771
0.4443000 0.86243 0.06120
0.4465000 0.99910 0.05674
0.4487000 1.03302 0.05598
0.4504000 0.97066 0.05434
0.4521000 0.88968 0.05226
0.4537000 0.93564 0.05320
0.4553000 0.95335 0.05410
0.4570000 0.83836 0.05027
0.4588000 0.88481 0.05084
0.4606000 0.87098 0.05098
0.4622000 0.90142 0.05035
0.4639000 0.93325 0.04724
0.4655000 0.94718 0.04520
0.4671000 0.97802 0.04776
0.4692000 0.94101 0.04431
0.4712000 0.99761 0.04597
0.4728000 0.98150 0.04295
0.4745000 1.02915 0.04345
0.4761000 1.03740 0.04076
0.4777000 0.99930 0.03807
0.4793000 1.02626 0.04176
0.4810000 1.01880 0.04120
0.4833000 0.99881 0.04065
0.4859000 0.99940 0.04617
0.4875000 1.03014 0.04185
0.4891000 1.05232 0.03901
0.4907000 0.98299 0.04006
0.4924000 1.04218 0.04003
0.4940000 0.98478 0.03748
0.4956000 1.05889 0.03648
