Asteroid designations ( Number, Name, Temporary designation): 214088, -,  K04J13N, 1975 XA, J75X00A
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 02 - 07 - 00:18
Observation was made by : M. Popescu, F. Lopez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 214088vshd31867.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4416000 0.73878 0.04914
0.4435000 0.80084 0.04761
0.4452000 0.81567 0.04875
0.4468000 0.78513 0.04542
0.4484000 0.77688 0.04337
0.4500000 0.80556 0.04326
0.4517000 0.82304 0.04704
0.4533000 0.85004 0.04479
0.4549000 0.80399 0.04303
0.4572000 0.80575 0.03902
0.4590000 0.82176 0.03882
0.4606000 0.79544 0.03862
0.4622000 0.75282 0.03897
0.4639000 0.89001 0.03988
0.4655000 0.93145 0.03860
0.4671000 0.84916 0.03837
0.4691000 0.86487 0.03763
0.4708000 0.86546 0.03747
0.4724000 0.81194 0.03709
0.4740000 0.81577 0.03555
0.4757000 0.87568 0.03634
0.4773000 0.88324 0.03626
0.4789000 0.92163 0.03712
0.4806000 0.92046 0.03311
0.4822000 0.87391 0.03281
0.4838000 0.88245 0.03033
0.4854000 1.00177 0.03758
0.4871000 0.89355 0.03397
0.4887000 0.86202 0.03248
0.4903000 0.86939 0.03130
0.4920000 0.91447 0.03552
0.4936000 0.81449 0.03381
0.4952000 0.87077 0.03045
0.4969000 0.90573 0.03236
0.4985000 0.92409 0.03157
0.5001000 0.98016 0.03226
0.5017000 0.94393 0.03335
0.5034000 0.90838 0.02966
0.5050000 0.88137 0.03260
0.5066000 0.88265 0.02888
0.5083000 0.91005 0.03272
0.5099000 0.90808 0.03226
0.5115000 0.92281 0.02844
0.5132000 0.89924 0.03091
0.5148000 0.92772 0.02959
0.5164000 1.01591 0.03076
0.5181000 0.92772 0.03454
0.5197000 0.87145 0.02910
0.5213000 0.92635 0.02808
0.5229000 0.93106 0.03004
0.5246000 0.92527 0.02754
0.5262000 1.04213 0.03059
