Asteroid designations ( Number, Name, Temporary designation): 7369, Gavrilin,  1975 AN, J75A00N, 1975 AX, J75A00X, 1985 YU, J85Y00U, 1986 AG, J86A00G
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 02 - 06 - 20:05
Observation was made by : M. Popescu, F. Lopez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 7369vshd231619.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4009000 0.70772 0.01531
0.4025000 0.63100 0.01417
0.4041000 0.66802 0.01469
0.4057000 0.69601 0.01488
0.4074000 0.71576 0.01402
0.4090000 0.73571 0.01305
0.4106000 0.70345 0.01368
0.4122000 0.74931 0.01224
0.4139000 0.70842 0.01147
0.4155000 0.72221 0.01188
0.4171000 0.70812 0.01166
0.4187000 0.72777 0.01126
0.4204000 0.73085 0.01089
0.4220000 0.73055 0.01067
0.4236000 0.75149 0.01042
0.4252000 0.72697 0.01015
0.4269000 0.73422 0.01063
0.4285000 0.74127 0.01020
0.4301000 0.73025 0.01211
0.4317000 0.76509 0.01063
0.4334000 0.76548 0.00990
0.4350000 0.79744 0.01001
0.4366000 0.76945 0.00861
0.4382000 0.79714 0.00933
0.4399000 0.73273 0.00858
0.4415000 0.78890 0.00785
0.4431000 0.77898 0.00809
0.4447000 0.75873 0.00785
0.4464000 0.78910 0.00776
0.4480000 0.79724 0.00750
0.4496000 0.80419 0.00720
0.4513000 0.78087 0.00688
0.4529000 0.78811 0.00695
0.4545000 0.81580 0.00686
0.4561000 0.82632 0.00709
0.4578000 0.81898 0.00647
0.4594000 0.80855 0.00671
0.4610000 0.84587 0.00641
0.4626000 0.85034 0.00634
0.4643000 0.85758 0.00675
0.4659000 0.81064 0.00652
0.4675000 0.80875 0.00672
0.4692000 0.85351 0.00633
0.4708000 0.84567 0.00630
0.4724000 0.85441 0.00593
0.4740000 0.84885 0.00606
0.4757000 0.84746 0.00575
0.4773000 0.87088 0.00591
0.4789000 0.86711 0.00593
0.4806000 0.86096 0.00584
0.4822000 0.86890 0.00570
0.4838000 0.89043 0.00576
0.4854000 0.88478 0.00668
0.4871000 0.88755 0.00655
0.4887000 0.86919 0.00596
0.4903000 0.88339 0.00543
0.4920000 0.86096 0.00565
0.4936000 0.87217 0.00559
0.4952000 0.90095 0.00545
0.4969000 0.90244 0.00526
0.4985000 0.90711 0.00547
0.5001000 0.89798 0.00585
0.5017000 0.92160 0.00583
0.5034000 0.91574 0.00511
0.5050000 0.90621 0.00529
0.5066000 0.89817 0.00498
0.5083000 0.89281 0.00509
0.5099000 0.91356 0.00563
0.5115000 0.92636 0.00491
0.5132000 0.92497 0.00540
0.5148000 0.92308 0.00552
0.5164000 0.90324 0.00585
0.5181000 0.89401 0.00563
0.5197000 0.93986 0.00577
0.5213000 0.94283 0.00542
0.5229000 0.94462 0.00518
0.5246000 0.94978 0.00496
0.5262000 0.95266 0.00522
0.5278000 0.92924 0.00520
0.5295000 0.94889 0.00477
0.5311000 0.95732 0.00478
0.5327000 0.96149 0.00524
0.5344000 0.96844 0.00503
0.5360000 0.98710 0.00504
0.5376000 0.95216 0.00494
0.5393000 0.98789 0.00507
0.5409000 0.96874 0.00502
0.5425000 0.98531 0.00491
0.5442000 0.98273 0.00497
0.5458000 1.00337 0.00516
0.5474000 0.99950 0.00476
0.5491000 0.97489 0.00518
0.5507000 1.00000 0.00492
0.5523000 0.98144 0.00482
0.5540000 0.99444 0.00509
0.5556000 1.00675 0.00507
0.5572000 0.99385 0.01032
0.5589000 0.97747 0.00715
0.5605000 0.99534 0.00514
0.5621000 1.01528 0.00496
0.5638000 1.00129 0.00500
0.5654000 1.00268 0.00502
0.5670000 1.02521 0.00492
