Asteroid designations ( Number, Name, Temporary designation): -, -, K02V94Y
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 12 - 30 - 06:21
Observation was made by : O. Vaduvescu, F. Stevance, C. Fa E-mail; ovidiu.vaduvescu@gmail.com
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2002vy94vshd100044.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4510000 1.02277 0.02146
0.4526000 0.95566 0.02135
0.4542000 1.01458 0.02123
0.4558000 1.05672 0.01930
0.4575000 1.00709 0.02039
0.4591000 1.07739 0.02068
0.4607000 1.01688 0.01917
0.4623000 1.01178 0.01830
0.4640000 1.04464 0.01894
0.4656000 0.98282 0.01852
0.4672000 1.02956 0.01901
0.4688000 1.00829 0.01788
0.4705000 1.00120 0.01821
0.4721000 1.01837 0.01836
0.4737000 0.99770 0.01852
0.4753000 1.04464 0.01867
0.4770000 1.04893 0.01883
0.4786000 0.99031 0.01898
0.4802000 1.02477 0.01914
0.4819000 1.00899 0.01929
0.4835000 1.02257 0.01945
0.4851000 1.02367 0.01960
0.4867000 1.05283 0.01975
0.4884000 1.01827 0.01683
0.4900000 1.03755 0.01662
0.4916000 1.02467 0.01617
0.4932000 0.97953 0.01551
0.4949000 1.05902 0.01551
0.4965000 1.00839 0.01548
0.4981000 0.98442 0.01587
0.4998000 1.00340 0.01626
0.5014000 0.96545 0.01619
0.5030000 1.00489 0.01549
0.5046000 0.99421 0.01630
0.5063000 0.99770 0.01441
0.5079000 1.02327 0.01500
0.5095000 0.98003 0.01471
0.5112000 0.96794 0.01490
0.5128000 0.99271 0.01523
0.5144000 0.96145 0.01461
0.5162000 0.95726 0.01478
0.5181000 0.92730 0.01465
0.5197000 1.00529 0.01531
0.5213000 0.94897 0.01446
0.5230000 1.01578 0.01512
0.5246000 0.98632 0.01475
0.5262000 1.00369 0.01566
0.5279000 1.00379 0.01449
0.5295000 1.02606 0.01447
0.5311000 1.00080 0.01472
0.5328000 0.99301 0.01493
0.5344000 1.06271 0.01378
0.5360000 1.02387 0.01377
0.5376000 1.00869 0.01450
0.5393000 0.99391 0.01366
0.5409000 1.02746 0.01467
0.5425000 0.99780 0.01428
0.5442000 1.00609 0.01326
0.5458000 1.00669 0.01477
0.5474000 0.99191 0.01478
0.5491000 1.00210 0.01415
0.5507000 1.00000 0.01451
0.5523000 0.99461 0.01419
0.5543000 1.02057 0.01438
0.5560000 1.02596 0.01722
0.5576000 0.99990 0.02796
0.5593000 1.00489 0.01458
0.5609000 1.01238 0.01442
0.5631000 1.02187 0.01434
0.5654000 0.99181 0.01444
0.5670000 0.95716 0.01479
0.5687000 0.98213 0.01425
0.5703000 1.01688 0.01538
0.5719000 1.02726 0.01418
0.5736000 1.03285 0.01418
0.5752000 1.01438 0.01417
0.5768000 1.02217 0.01474
0.5786000 1.01078 0.01460
0.5805000 1.04484 0.01413
0.5821000 1.02976 0.01386
0.5838000 1.00909 0.01337
0.5854000 0.99101 0.01553
0.5870000 1.04634 0.01633
0.5887000 0.99481 0.03621
0.5903000 1.00369 0.01879
0.5919000 1.00040 0.01571
0.5936000 1.03136 0.01591
0.5952000 1.02656 0.01565
0.5969000 0.97873 0.01516
0.5985000 1.00659 0.01446
0.6001000 1.02417 0.01488
0.6018000 1.04184 0.01483
0.6034000 0.99251 0.01387
0.6050000 0.98931 0.01462
0.6067000 1.00340 0.01371
0.6083000 0.99481 0.01401
0.6099000 1.01588 0.01450
0.6116000 1.02896 0.01426
0.6132000 1.06161 0.01566
0.6149000 1.00759 0.01459
0.6165000 0.99451 0.01575
0.6181000 1.01198 0.01441
0.6198000 1.01198 0.01465
0.6214000 1.02816 0.01501
0.6230000 0.99581 0.01556
0.6247000 0.99181 0.01611
0.6263000 0.99321 0.01723
0.6280000 0.99900 0.01751
0.6296000 1.02846 0.03503
0.6312000 0.98812 0.01671
0.6329000 0.95776 0.01692
0.6345000 1.02876 0.01640
0.6361000 1.02067 0.02189
0.6378000 0.96016 0.01542
0.6394000 1.02586 0.01498
0.6411000 0.99381 0.01522
0.6427000 1.01128 0.01500
0.6443000 1.07529 0.01428
0.6460000 1.02536 0.01683
0.6476000 1.03735 0.01527
0.6493000 0.99770 0.01732
0.6509000 1.03475 0.01530
0.6525000 0.99660 0.01694
0.6542000 1.02217 0.01713
0.6558000 1.02996 0.02068
0.6575000 1.05003 0.01702
0.6591000 1.04783 0.01638
0.6607000 1.02477 0.01530
0.6624000 1.03645 0.01544
0.6640000 1.02007 0.01511
0.6657000 1.02277 0.01470
0.6673000 1.00509 0.01559
0.6689000 1.05762 0.01470
0.6706000 1.06071 0.01537
0.6722000 1.02716 0.01413
0.6739000 1.01728 0.01482
0.6755000 1.00050 0.01573
0.6771000 1.04374 0.01440
0.6788000 1.03905 0.01435
0.6804000 1.09337 0.01499
0.6821000 1.01478 0.01918
0.6837000 1.00120 0.01859
0.6854000 1.07999 0.02057
0.6870000 1.08059 0.02084
0.6886000 1.05632 0.01918
0.6903000 1.02137 0.01887
0.6919000 1.02187 0.02000
0.6936000 1.09447 0.01908
0.6952000 1.02437 0.01855
0.6969000 1.05472 0.01873
0.6985000 1.01078 0.01803
0.7001000 1.06501 0.01806
0.7018000 1.07579 0.01746
0.7034000 1.02027 0.01859
0.7051000 1.10455 0.01771
0.7067000 1.00080 0.01660
0.7084000 1.06261 0.01810
0.7100000 1.02606 0.01618
0.7116000 1.03525 0.01790
0.7133000 1.02796 0.01800
0.7149000 1.05622 0.01765
0.7166000 1.08308 0.01930
0.7182000 1.11304 0.02058
0.7199000 1.08688 0.02146
0.7215000 1.06551 0.01786
0.7232000 1.14010 0.03446
0.7248000 1.09826 0.02896
0.7265000 1.09906 0.02817
0.7281000 1.00689 0.03196
0.7297000 1.15488 0.02622
0.7314000 1.03835 0.03073
0.7330000 1.09557 0.02901
0.7347000 1.11344 0.02516
0.7363000 1.10795 0.02840
0.7380000 1.07260 0.02126
0.7396000 1.11055 0.02566
0.7413000 1.08908 0.01991
0.7429000 1.13002 0.02284
