Asteroid designations ( Number, Name, Temporary designation): -, -, 
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 02 - 07 - 01:20
Observation was made by : M. Popescu, F. Lopez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 416071vshd72911.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4508000 0.94893 0.04847
0.4525000 0.88056 0.04745
0.4541000 0.87956 0.04551
0.4557000 0.82709 0.04745
0.4574000 0.82689 0.04947
0.4590000 0.92644 0.04715
0.4606000 0.91464 0.04874
0.4622000 0.98391 0.04294
0.4639000 0.91754 0.04342
0.4655000 0.90845 0.04232
0.4671000 0.92284 0.04481
0.4688000 0.90295 0.04216
0.4704000 1.01309 0.04357
0.4720000 0.93013 0.03731
0.4736000 0.93843 0.03944
0.4753000 0.97041 0.03835
0.4769000 0.87876 0.03830
0.4785000 0.96242 0.03971
0.4802000 0.97511 0.03862
0.4818000 0.97401 0.03678
0.4834000 1.00620 0.03651
0.4850000 0.99400 0.04134
0.4867000 1.00680 0.04055
0.4883000 0.91674 0.06136
0.4899000 1.00160 0.04890
0.4916000 0.96262 0.04240
0.4932000 1.01799 0.03590
0.4948000 0.93703 0.03556
0.4964000 0.97781 0.03424
0.4981000 0.96592 0.03300
0.4997000 0.94923 0.03665
0.5013000 1.00630 0.03530
0.5030000 0.96952 0.03442
0.5046000 1.02839 0.03590
0.5062000 0.99830 0.03502
0.5079000 0.99910 0.03569
0.5095000 0.98621 0.03483
0.5111000 0.92594 0.03006
0.5127000 0.90885 0.03373
0.5144000 1.01189 0.03255
0.5160000 0.96362 0.03488
0.5176000 0.88096 0.03461
0.5193000 0.99220 0.03180
0.5209000 1.06707 0.03286
0.5225000 0.95752 0.03066
0.5242000 1.02139 0.03156
0.5258000 1.02279 0.03474
0.5274000 0.97461 0.03213
0.5291000 0.95122 0.03119
0.5307000 1.03008 0.03259
0.5323000 1.04068 0.02856
0.5340000 0.99410 0.03233
0.5356000 0.97631 0.03182
0.5372000 1.01629 0.03025
0.5389000 0.96462 0.02703
0.5405000 0.99420 0.02891
0.5421000 0.97261 0.02715
0.5438000 1.06737 0.02856
0.5454000 1.06677 0.03070
0.5470000 1.00690 0.02636
0.5487000 1.00490 0.03009
0.5503000 1.00000 0.02749
0.5519000 0.95632 0.03054
0.5536000 1.00910 0.02863
0.5552000 1.03058 0.02916
0.5568000 1.01679 0.03849
0.5585000 0.98131 0.03499
0.5601000 0.97111 0.02918
0.5617000 0.96392 0.03053
0.5634000 0.97571 0.03012
0.5650000 1.03588 0.02970
0.5666000 1.03418 0.02782
0.5683000 1.02099 0.02879
0.5699000 1.00850 0.02590
0.5715000 0.96142 0.02654
0.5732000 1.06027 0.02697
0.5748000 1.06357 0.02788
0.5764000 1.06547 0.02860
0.5781000 1.02279 0.02786
0.5797000 1.08166 0.02883
0.5813000 1.05737 0.02562
0.5830000 1.07106 0.02558
0.5846000 1.03318 0.02658
0.5862000 1.09985 0.02690
0.5879000 1.06297 0.02790
0.5895000 1.10925 0.03214
0.5912000 1.03448 0.02629
0.5928000 1.02799 0.02762
0.5944000 1.03318 0.02538
0.5961000 1.04258 0.02964
0.5977000 1.04768 0.02588
0.5993000 1.02959 0.02968
0.6010000 1.01239 0.02571
0.6026000 1.04328 0.02712
0.6042000 1.07726 0.02726
0.6059000 1.03088 0.02735
0.6075000 1.04258 0.02562
0.6092000 0.96082 0.02394
0.6108000 1.04438 0.02468
0.6124000 1.02389 0.02829
0.6141000 1.08606 0.02709
0.6157000 1.01219 0.02590
0.6173000 1.02399 0.02470
0.6190000 1.03918 0.02337
0.6206000 1.05047 0.02523
0.6223000 1.07556 0.02464
