Asteroid designations ( Number, Name, Temporary designation): 1154, Astronomia,  1154, 1911 RA, 1927 CB, J11R00A, J27C00B
Observation was done on (UT) (format YYYY-MM-DD-hh): 2010 - 03 - 02 - 14:48
Observation was made by : M. Birlan E-mail; Mirel.Birlan@obspm.fr
At observatory with UAI code: 568
Obsv. comments: 
The spectrum was published in the article: http://adsabs.harvard.edu/abs/2018RoAJ...28...33B
The normalization of this spectrum was made for the wavelength: 1.250 microns.
Original name of the file was: Astronomia_curat_NIR.txt
Wavelength[um]	Reflectance	sigma(optional)
0.7309550 0.94677 0.04206
0.7332790 0.89068 0.03385
0.7356160 0.93776 0.04031
0.7379680 0.94652 0.04687
0.7403330 0.91578 0.04067
0.7427140 0.95168 0.03703
0.7451090 0.92713 0.03696
0.7475200 0.90489 0.03824
0.7499460 0.91578 0.04038
0.7523880 0.93850 0.04357
0.7548460 0.93829 0.04195
0.7573210 0.92162 0.04108
0.7598120 0.91659 0.03806
0.7623200 0.94886 0.03678
0.7648450 0.94477 0.03886
0.7673870 0.95301 0.03836
0.7699470 0.93772 0.04614
0.7725250 0.95268 0.03101
0.7751210 0.94505 0.03550
0.7777350 0.96538 0.03274
0.7803670 0.95099 0.03479
0.7830180 0.93795 0.03735
0.7856870 0.90224 0.03434
0.7883750 0.96522 0.03143
0.7910810 0.94509 0.03675
0.7938070 0.95420 0.02699
0.7965520 0.97611 0.03049
0.7993160 0.98267 0.03111
0.8020990 0.95748 0.03334
0.8049010 0.97022 0.03055
0.8077230 0.96708 0.03079
0.8105650 0.97033 0.03142
0.8134260 0.95494 0.03342
0.8163060 0.97067 0.03575
0.8192060 0.96940 0.03171
0.8221260 0.95642 0.03090
0.8250660 0.94566 0.03084
0.8280250 0.95081 0.02936
0.8310040 0.94725 0.02954
0.8340020 0.92666 0.02818
0.8370210 0.94255 0.03129
0.8400590 0.93761 0.02705
0.8431170 0.89396 0.02878
0.8461940 0.95483 0.02602
0.8492910 0.96970 0.02498
0.8524080 0.93635 0.02979
0.8555440 0.96493 0.03062
0.8586990 0.98517 0.02869
0.8618750 0.94559 0.03077
0.8650690 0.96823 0.03538
0.8682830 0.96853 0.03508
0.8715160 0.95936 0.03442
0.8747680 0.96114 0.03097
0.8780390 0.96650 0.03043
0.8813300 0.95751 0.03437
0.8846390 0.94917 0.03081
0.8879670 0.95201 0.02675
0.8913140 0.94452 0.03086
0.8946790 0.95388 0.03247
0.8980630 0.95973 0.02873
