Asteroid designations ( Number, Name, Temporary designation): 25916, -,  K01C44P, 1973 GM, J73G00M
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 05 - 14 - 04:55
Observation was made by : O. Vaduvescu; E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS instrument; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: n25916_bvshd140235.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4017000 0.54456 0.03469
0.4037000 0.63358 0.03900
0.4064000 0.63062 0.03273
0.4098000 0.59621 0.03465
0.4125000 0.59799 0.02960
0.4147000 0.61741 0.03036
0.4164000 0.58005 0.03000
0.4180000 0.56999 0.02902
0.4201000 0.64807 0.02612
0.4217000 0.60233 0.02849
0.4233000 0.62135 0.02737
0.4251000 0.62323 0.02727
0.4270000 0.58793 0.02806
0.4287000 0.60430 0.03028
0.4306000 0.61504 0.02697
0.4324000 0.64048 0.02567
0.4340000 0.67478 0.02443
0.4357000 0.66857 0.02350
0.4373000 0.62342 0.02322
0.4389000 0.66098 0.02225
0.4406000 0.64807 0.02041
0.4422000 0.72121 0.02132
0.4439000 0.75049 0.02116
0.4455000 0.67892 0.01990
0.4471000 0.72003 0.02023
0.4488000 0.71234 0.01913
0.4504000 0.71264 0.01766
0.4521000 0.72417 0.01972
0.4537000 0.73196 0.01877
0.4553000 0.75749 0.01742
0.4570000 0.76627 0.01869
0.4586000 0.73916 0.01694
0.4602000 0.79249 0.01711
0.4619000 0.74044 0.01629
0.4635000 0.76035 0.01705
0.4652000 0.73304 0.01707
0.4668000 0.77760 0.01572
0.4684000 0.81703 0.01573
0.4701000 0.74211 0.01628
0.4717000 0.79062 0.01489
0.4734000 0.80944 0.01527
0.4750000 0.80146 0.01421
0.4766000 0.77839 0.01392
0.4783000 0.83074 0.01409
0.4799000 0.80659 0.01515
0.4816000 0.83547 0.01471
0.4832000 0.80580 0.01443
0.4848000 0.83862 0.01587
0.4865000 0.82029 0.01458
0.4881000 0.82256 0.01346
0.4897000 0.86514 0.01355
0.4914000 0.83951 0.01386
0.4930000 0.85716 0.01405
0.4947000 0.86090 0.01339
0.4963000 0.86642 0.01388
0.4979000 0.86376 0.01364
0.4996000 0.83576 0.01337
0.5012000 0.85952 0.01311
0.5028000 0.85923 0.01280
0.5045000 0.87875 0.01329
0.5061000 0.88328 0.01172
0.5078000 0.86978 0.01228
0.5094000 0.86327 0.01225
0.5110000 0.86209 0.01221
0.5127000 0.91946 0.01303
0.5143000 0.88387 0.01213
0.5159000 0.88703 0.01256
0.5176000 0.90605 0.01233
0.5192000 0.91956 0.01296
0.5209000 0.89826 0.01157
0.5225000 0.89412 0.01196
0.5241000 0.91147 0.01153
0.5258000 0.94509 0.01259
0.5274000 0.94913 0.01134
0.5290000 0.90822 0.01086
0.5307000 0.92961 0.01067
0.5323000 0.93661 0.01148
0.5340000 0.93228 0.01064
0.5356000 0.96954 0.01095
0.5372000 0.92350 0.01086
0.5389000 0.92961 0.01062
0.5405000 0.94470 0.01061
0.5421000 0.93957 0.01112
0.5438000 0.96481 0.01074
0.5454000 0.94549 0.01049
0.5470000 0.97121 0.01056
0.5487000 0.96007 0.00998
0.5503000 1.00000 0.01056
0.5520000 0.95791 0.01043
0.5536000 0.98886 0.01064
0.5552000 0.97190 0.00984
0.5569000 0.97466 0.01598
0.5585000 0.94834 0.01393
0.5601000 1.00138 0.00993
0.5618000 0.99566 0.00990
0.5634000 0.97762 0.00987
0.5650000 0.99428 0.00981
0.5667000 0.97486 0.00991
0.5683000 0.99744 0.01026
0.5699000 1.00660 0.00998
0.5716000 0.97772 0.00951
0.5732000 0.98768 0.00965
0.5749000 0.98847 0.00965
0.5765000 1.01173 0.00957
0.5781000 0.99813 0.00946
0.5798000 1.04890 0.00982
0.5814000 1.01932 0.01046
0.5830000 1.02967 0.00968
0.5847000 1.05797 0.00947
0.5863000 1.04446 0.00920
0.5879000 1.08015 0.01097
0.5896000 1.01351 0.01047
0.5912000 1.02356 0.00997
0.5929000 1.05323 0.00968
0.5945000 1.04959 0.00970
0.5961000 1.02583 0.00913
0.5978000 1.02928 0.00965
0.5994000 1.06073 0.00956
0.6010000 1.04623 0.00944
0.6027000 1.03825 0.00913
0.6043000 1.07009 0.00909
0.6059000 1.03904 0.00887
0.6076000 1.06625 0.00916
0.6092000 1.05964 0.00948
0.6108000 1.07463 0.00920
0.6125000 1.06723 0.00934
0.6141000 1.04121 0.00882
0.6158000 1.07196 0.00914
0.6174000 1.06546 0.00919
0.6190000 1.09671 0.00976
0.6207000 1.09099 0.00905
0.6223000 1.06861 0.00923
0.6239000 1.09158 0.00959
0.6256000 1.07364 0.00962
0.6272000 1.08192 0.00944
0.6288000 1.10272 0.01055
0.6305000 1.06418 0.01322
0.6321000 1.09119 0.01111
0.6337000 1.12047 0.00899
0.6354000 1.09267 0.00973
0.6370000 1.11445 0.00932
0.6387000 1.12727 0.00945
0.6403000 1.09809 0.00919
0.6419000 1.10913 0.00910
0.6436000 1.10716 0.00889
0.6452000 1.11248 0.00953
0.6468000 1.10647 0.00930
0.6485000 1.11682 0.00877
0.6501000 1.13348 0.00945
0.6517000 1.13141 0.00948
0.6534000 1.13151 0.00917
0.6550000 1.11603 0.00912
0.6567000 1.10716 0.00907
0.6583000 1.14748 0.00902
0.6599000 1.13220 0.00951
0.6616000 1.14846 0.00908
0.6632000 1.16660 0.00911
0.6648000 1.14038 0.00915
0.6665000 1.14531 0.00920
0.6681000 1.17123 0.00925
0.6697000 1.15733 0.00929
0.6714000 1.15655 0.00953
0.6730000 1.15852 0.00923
0.6747000 1.16857 0.00940
0.6763000 1.16512 0.00895
0.6779000 1.16108 0.00926
0.6796000 1.20160 0.00916
0.6812000 1.16798 0.00947
