Asteroid designations ( Number, Name, Temporary designation): 68031, -,  K00Y29K
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 02 - 12 - 02:20
Observation was made by : O. Vaduvescu; M. Popescu E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: INT/IDS instrument; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 68031vshd120566.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4509000 0.91314 0.01343
0.4528000 0.86629 0.01334
0.4546000 0.88287 0.01310
0.4565000 0.90123 0.01268
0.4583000 0.87125 0.01236
0.4601000 0.91771 0.01222
0.4620000 0.92694 0.01189
0.4638000 0.90044 0.01183
0.4657000 0.88555 0.01147
0.4675000 0.92118 0.01123
0.4694000 0.87562 0.01057
0.4712000 0.97191 0.01091
0.4731000 0.89895 0.01059
0.4749000 0.95126 0.01050
0.4768000 0.96516 0.01003
0.4786000 0.92744 0.01021
0.4805000 0.94471 0.00988
0.4823000 0.96139 0.01001
0.4842000 0.92704 0.00998
0.4862000 0.94203 0.01072
0.4884000 0.92793 0.01023
0.4903000 0.95126 0.00959
0.4922000 0.93240 0.00960
0.4940000 0.92505 0.00946
0.4959000 0.91999 0.00895
0.4977000 0.90659 0.00879
0.4996000 0.95473 0.00888
0.5014000 0.92863 0.00890
0.5033000 0.93716 0.00879
0.5051000 0.97161 0.00875
0.5070000 0.90262 0.00835
0.5088000 0.98035 0.00816
0.5107000 0.97409 0.00837
0.5125000 0.94322 0.00799
0.5144000 0.94868 0.00814
0.5162000 0.87304 0.00781
0.5181000 0.98968 0.00894
0.5199000 0.96188 0.00818
0.5218000 0.95622 0.00806
0.5237000 0.98590 0.00786
0.5255000 0.95205 0.00763
0.5274000 0.97826 0.00774
0.5292000 0.97449 0.00760
0.5311000 0.99474 0.00761
0.5329000 0.97955 0.00772
0.5348000 0.99375 0.00764
0.5366000 0.96436 0.00760
0.5385000 0.98908 0.00783
0.5403000 0.97677 0.00823
0.5422000 0.99563 0.00942
0.5440000 0.98203 0.00974
0.5459000 1.01231 0.01006
0.5477000 0.96158 0.00795
0.5496000 1.00000 0.00763
0.5515000 0.97915 0.00734
0.5533000 1.00357 0.00723
0.5552000 0.99960 0.00695
0.5570000 0.99186 0.01179
0.5589000 0.98372 0.00699
0.5607000 1.00486 0.00671
0.5628000 1.00288 0.00665
0.5647000 0.99077 0.00659
0.5665000 1.00665 0.00663
0.5684000 1.01161 0.00679
0.5702000 1.00596 0.00674
0.5721000 1.02770 0.00660
0.5739000 1.02869 0.00645
0.5758000 1.01757 0.00671
0.5776000 1.01777 0.00697
0.5795000 1.03842 0.00746
0.5814000 1.03842 0.00700
0.5832000 1.04159 0.00715
0.5851000 1.00179 0.00694
0.5869000 1.02432 0.00784
0.5888000 0.98094 0.00942
0.5907000 1.05608 0.00754
0.5925000 1.02849 0.00747
0.5944000 1.02720 0.00707
0.5962000 1.04437 0.00674
0.5981000 1.01558 0.00700
0.6000000 1.04040 0.00710
0.6018000 1.02303 0.00665
0.6042000 1.05192 0.00677
0.6066000 1.04675 0.00693
0.6084000 1.03405 0.00709
0.6103000 1.04646 0.01112
0.6121000 1.03504 0.01217
0.6140000 1.02730 0.00924
0.6159000 0.98779 0.00804
0.6177000 1.03365 0.00765
0.6196000 1.06700 0.00733
0.6214000 1.02829 0.00722
0.6233000 1.03851 0.00750
0.6252000 1.03345 0.00740
0.6270000 1.00208 0.00717
0.6289000 1.05271 0.00775
0.6308000 1.06125 0.00891
0.6326000 1.05043 0.00713
0.6345000 1.06125 0.00676
0.6363000 1.05956 0.00709
0.6382000 1.06949 0.00661
0.6401000 1.04437 0.00664
0.6419000 1.06353 0.00675
0.6438000 1.05867 0.00667
0.6457000 1.05658 0.00681
0.6475000 1.07862 0.00676
0.6494000 1.05638 0.00705
0.6515000 1.06204 0.00689
0.6533000 1.04904 0.00684
0.6552000 1.02899 0.00687
0.6579000 1.05668 0.00691
0.6600000 1.08219 0.00694
0.6618000 1.06343 0.00673
0.6637000 1.07217 0.00688
0.6656000 1.06085 0.00672
0.6674000 1.09351 0.00678
0.6693000 1.08299 0.00675
0.6711000 1.05380 0.00671
0.6730000 1.09073 0.00674
0.6749000 1.06671 0.00663
0.6767000 1.07018 0.00667
0.6786000 1.08348 0.00661
0.6805000 1.06859 0.00685
0.6823000 1.06859 0.00709
0.6842000 1.07683 0.00687
0.6861000 1.01449 0.00727
0.6886000 1.03861 0.00735
0.6906000 1.09708 0.00729
0.6926000 1.08735 0.00723
0.6948000 1.05698 0.00710
0.6967000 1.06323 0.00671
0.6985000 1.07167 0.00676
0.7004000 1.05916 0.00683
0.7023000 1.06422 0.00651
0.7041000 1.06899 0.01647
0.7060000 1.04884 0.02644
0.7079000 1.06323 0.03640
0.7097000 1.05896 0.00732
0.7116000 1.03564 0.00727
0.7135000 1.06154 0.01422
0.7154000 1.03782 0.01330
0.7172000 1.03613 0.01238
0.7191000 1.03981 0.01146
0.7210000 1.06065 0.01054
0.7228000 1.05331 0.00962
0.7247000 1.05529 0.00870
0.7266000 1.07802 0.01615
0.7285000 1.03117 0.02359
0.7303000 1.05460 0.03104
0.7322000 1.06929 0.03849
0.7341000 1.06750 0.03683
0.7359000 1.04745 0.03517
0.7378000 1.01638 0.03351
0.7397000 1.03941 0.03185
0.7416000 1.04656 0.03019
0.7434000 1.03186 0.02853
0.7453000 1.03961 0.02687
0.7472000 1.04963 0.02521
0.7490000 1.02184 0.02355
0.7509000 1.03047 0.02189
0.7528000 1.04556 0.02023
0.7547000 1.03286 0.01857
0.7565000 1.04258 0.01691
0.7586000 1.00963 0.01525
0.7629000 1.07117 0.01359
0.7657000 1.09261 0.01337
0.7680000 1.05509 0.01315
0.7699000 1.01290 0.01293
0.7717000 0.97538 0.01271
0.7736000 0.98203 0.01249
0.7755000 0.97360 0.01227
0.7774000 0.97508 0.01204
0.7792000 1.00516 0.01182
0.7811000 0.99623 0.01160
0.7830000 0.98551 0.01138
0.7849000 1.01826 0.01116
0.7867000 0.98044 0.01098
0.7886000 0.98174 0.01080
0.7905000 0.97499 0.01061
0.7924000 0.96704 0.01043
0.7943000 0.96804 0.01025
0.7961000 0.97747 0.01007
0.7980000 0.97816 0.01004
0.7999000 0.93726 0.01045
0.8018000 0.94491 0.01071
0.8036000 0.95166 0.00909
0.8055000 0.96516 0.01028
0.8074000 0.96605 0.00938
0.8093000 0.94014 0.01004
0.8116000 0.94868 0.00947
0.8139000 0.93905 0.00962
0.8157000 0.92912 0.00977
0.8176000 0.94540 0.00992
0.8195000 0.95086 0.01036
0.8214000 0.94411 0.00982
0.8233000 0.95295 0.01033
0.8251000 0.91106 0.00976
0.8270000 0.91950 0.01169
0.8289000 0.92535 0.01400
0.8308000 0.92108 0.01096
0.8327000 0.91543 0.01032
0.8345000 0.93200 0.01551
0.8364000 0.90034 0.01092
0.8383000 0.88644 0.01141
0.8402000 0.92198 0.01375
0.8421000 0.89250 0.01454
0.8440000 0.89180 0.01092
0.8458000 0.90739 0.01433
0.8477000 0.91423 0.01056
0.8496000 0.88803 0.01384
0.8515000 0.89905 0.01120
0.8535000 0.90173 0.01263
0.8559000 0.86996 0.01083
0.8578000 0.88078 0.01100
0.8596000 0.90262 0.01308
0.8615000 0.87572 0.01517
0.8634000 0.88654 0.01575
0.8653000 0.87979 0.01744
0.8674000 0.87066 0.01692
0.8693000 0.88177 0.01227
0.8712000 0.88247 0.01171
0.8730000 0.86897 0.01094
0.8749000 0.84217 0.01443
0.8768000 0.86440 0.01944
0.8787000 0.83105 0.01340
0.8806000 0.85289 0.01214
0.8825000 0.87860 0.01975
0.8843000 0.88694 0.01447
0.8862000 0.85448 0.01426
0.8881000 0.88743 0.01662
0.8900000 0.86887 0.01482
0.8919000 0.83720 0.01840
0.8938000 0.84544 0.01494
0.8957000 0.83552 0.01718
0.8975000 0.85835 0.01347
