Asteroid designations ( Number, Name, Temporary designation): 276049, -,  K02C26E
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 08 - 13 - 02:55
Observation was made by : O. Vaduvescu; E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 276049vshd206938.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4517000 0.85473 0.02369
0.4550000 0.87014 0.02466
0.4583000 0.85973 0.02370
0.4616000 0.92376 0.02286
0.4650000 0.83192 0.02238
0.4683000 0.93257 0.02304
0.4716000 0.90305 0.02252
0.4749000 0.88334 0.02088
0.4782000 0.91516 0.02018
0.4815000 0.88954 0.02045
0.4848000 0.89315 0.02118
0.4881000 0.97709 0.02178
0.4914000 0.91756 0.02082
0.4948000 0.94927 0.02011
0.4981000 0.96428 0.02013
0.5014000 0.94217 0.01995
0.5047000 0.91066 0.01978
0.5080000 0.94437 0.01960
0.5113000 0.91206 0.01943
0.5146000 0.94527 0.01925
0.5179000 0.95888 0.01908
0.5213000 0.92346 0.01890
0.5246000 0.95028 0.01873
0.5279000 0.94847 0.01855
0.5312000 1.00030 0.01838
0.5345000 0.97459 0.01820
0.5378000 0.98629 0.01803
0.5412000 1.00790 0.01785
0.5445000 1.02161 0.01768
0.5478000 0.99600 0.01750
0.5511000 1.00000 0.01733
0.5544000 0.98359 0.01742
0.5577000 0.96008 0.02193
0.5611000 1.00720 0.01817
0.5644000 0.97429 0.01838
0.5677000 1.03152 0.01752
0.5710000 0.98989 0.01823
0.5743000 0.97609 0.01826
0.5777000 0.98789 0.01755
0.5810000 1.02901 0.01800
0.5843000 1.00360 0.01724
0.5876000 0.95608 0.01947
0.5909000 1.02491 0.01920
0.5943000 1.00720 0.01764
0.5976000 0.95478 0.01785
0.6009000 0.98609 0.01827
0.6042000 0.99800 0.01840
0.6075000 1.00660 0.01890
0.6109000 1.04662 0.01895
0.6142000 0.98229 0.01857
0.6175000 1.04222 0.01919
0.6208000 1.01931 0.01829
0.6242000 1.00310 0.01966
0.6275000 1.03582 0.01906
0.6308000 1.05993 0.02055
0.6341000 1.01371 0.01983
0.6375000 0.99750 0.01942
0.6408000 0.98689 0.01881
0.6441000 0.97949 0.02005
0.6474000 0.99450 0.02013
0.6508000 1.00780 0.02120
0.6541000 0.95448 0.02055
0.6574000 1.01261 0.02244
0.6607000 0.98899 0.01960
0.6641000 0.99340 0.02105
0.6674000 0.98169 0.01966
0.6707000 1.00240 0.02032
0.6741000 1.01381 0.02020
0.6774000 1.02101 0.02008
0.6807000 0.99470 0.02083
0.6840000 0.96658 0.02047
0.6874000 1.03762 0.02339
0.6907000 1.09505 0.02314
0.6940000 1.00500 0.02192
0.6974000 0.98969 0.02239
0.7007000 0.99280 0.02220
0.7040000 1.05093 0.02274
0.7074000 0.95548 0.02238
0.7107000 0.96008 0.02424
0.7140000 1.00980 0.02403
0.7174000 1.06643 0.02398
0.7207000 1.03492 0.02565
0.7240000 1.02261 0.02674
0.7274000 1.00260 0.02643
0.7307000 0.99720 0.02713
0.7340000 1.01071 0.02787
0.7374000 1.03022 0.02819
0.7407000 1.06583 0.02718
0.7440000 0.96228 0.02738
0.7474000 1.01951 0.02772
0.7507000 1.01891 0.02857
0.7540000 0.99370 0.02975
0.7574000 1.02471 0.02940
0.7629000 0.99890 0.03158
0.7674000 0.93417 0.03376
0.7710000 0.95198 0.03432
0.7744000 1.05813 0.03760
0.7779000 0.96258 0.03575
0.7823000 1.04152 0.03442
0.7859000 0.96498 0.03837
0.7893000 0.97659 0.03950
0.7929000 0.96738 0.04078
0.7972000 0.84002 0.04407
0.8008000 0.94997 0.03924
0.8041000 1.08224 0.03919
0.8075000 0.98409 0.04302
0.8108000 0.97369 0.04274
0.8142000 0.96418 0.04173
0.8175000 0.96168 0.04727
0.8209000 1.06743 0.04512
0.8253000 0.91056 0.04461
0.8286000 1.01691 0.05156
0.8320000 1.01881 0.05320
0.8354000 1.01361 0.05155
0.8390000 1.09945 0.05225
0.8443000 0.98949 0.05267
0.8511000 0.92286 0.05814
0.8561000 0.99550 0.05733
0.8595000 0.94497 0.06007
0.8628000 0.97829 0.05682
0.8673000 0.88024 0.06886
0.8730000 0.96478 0.06539
0.8766000 1.00130 0.06664
0.8815000 0.96278 0.07443
0.8885000 0.89695 0.07708
