Asteroid designations ( Number, Name, Temporary designation): -, -, K08O09B
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 09 - 03 - 04:45
Observation was made by : O. Vaduvescu; M. Popescu E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2008ob9bvshd9761.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4009000 0.90154 0.03375
0.4025000 0.88133 0.03298
0.4041000 0.87142 0.03221
0.4057000 0.87192 0.03144
0.4074000 0.89043 0.03067
0.4090000 0.87983 0.02990
0.4106000 0.87372 0.02912
0.4122000 0.85801 0.02835
0.4138000 0.84571 0.02758
0.4154000 0.82479 0.02681
0.4171000 0.91765 0.02604
0.4187000 0.91565 0.02527
0.4203000 0.94317 0.02450
0.4219000 0.93406 0.02372
0.4235000 0.89334 0.02295
0.4252000 0.83020 0.02218
0.4268000 0.85041 0.02343
0.4284000 0.86972 0.02313
0.4300000 0.89224 0.02514
0.4316000 0.83450 0.02157
0.4333000 0.92125 0.02052
0.4349000 0.97088 0.02166
0.4365000 0.89564 0.01910
0.4381000 0.86822 0.01958
0.4398000 0.87462 0.01804
0.4414000 0.90374 0.01877
0.4430000 0.93226 0.01764
0.4446000 0.91475 0.01749
0.4462000 0.90054 0.01654
0.4479000 0.92225 0.01496
0.4495000 0.88683 0.01507
0.4511000 0.91375 0.01462
0.4527000 0.95567 0.01566
0.4543000 0.93676 0.01625
0.4560000 0.93996 0.01569
0.4576000 0.95167 0.01487
0.4592000 0.93766 0.01568
0.4608000 0.91385 0.01402
0.4625000 0.95357 0.01403
0.4641000 0.95057 0.01470
0.4657000 0.93406 0.01507
0.4673000 0.97108 0.01460
0.4690000 0.95407 0.01432
0.4706000 0.96798 0.01446
0.4722000 0.93416 0.01359
0.4738000 0.95687 0.01338
0.4754000 0.91975 0.01387
0.4771000 0.94547 0.01299
0.4787000 0.95227 0.01260
