Asteroid designations ( Number, Name, Temporary designation): -, -, 2001 FP6, K01F06P, 2002 TT10, K02T10T, J91R02J
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 09 - 03 - 02:30
Observation was made by : O. Vaduvescu; M. Popescu E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 399307vshd217577.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4009000 0.95871 0.01837
0.4025000 1.02746 0.01747
0.4041000 1.01847 0.01624
0.4057000 1.00059 0.01850
0.4074000 0.99506 0.01620
0.4090000 0.97916 0.01531
0.4106000 0.99417 0.01696
0.4122000 1.01353 0.01498
0.4138000 0.99249 0.01490
0.4154000 1.00049 0.01334
0.4171000 0.97373 0.01363
0.4187000 0.96977 0.01340
0.4203000 0.97620 0.01276
0.4219000 1.01353 0.01245
0.4235000 0.97718 0.01257
0.4252000 0.98074 0.01281
0.4268000 0.96345 0.01288
0.4284000 0.94103 0.01275
0.4300000 0.98647 0.01568
0.4316000 0.99151 0.01143
0.4333000 0.96573 0.01108
0.4349000 0.98271 0.01143
0.4365000 0.96543 0.01119
0.4381000 0.97027 0.01109
0.4398000 0.96898 0.01018
0.4414000 0.95506 0.00986
0.4430000 0.97787 0.00945
0.4446000 0.96711 0.00879
0.4462000 0.94785 0.00895
0.4479000 0.97363 0.00883
0.4495000 0.96701 0.00831
0.4511000 0.97323 0.00795
0.4527000 0.95624 0.00865
0.4543000 0.95437 0.00811
0.4560000 0.96286 0.00823
0.4576000 0.96602 0.00760
0.4592000 0.98143 0.00834
0.4608000 0.97501 0.00727
0.4625000 1.00227 0.00773
0.4641000 0.94241 0.00749
0.4657000 0.94508 0.00735
0.4673000 0.96711 0.00737
0.4690000 0.97570 0.00715
0.4706000 0.94844 0.00674
0.4722000 0.96968 0.00699
0.4738000 0.96385 0.00709
0.4754000 0.97955 0.00671
0.4771000 0.95288 0.00636
0.4787000 0.97066 0.00670
0.4803000 0.97066 0.00622
0.4819000 0.96543 0.00636
0.4836000 0.95071 0.00659
0.4852000 0.96750 0.00691
0.4868000 0.92019 0.00715
0.4884000 0.95041 0.00669
0.4901000 0.98775 0.00620
0.4917000 0.94785 0.00650
0.4933000 0.95002 0.00615
0.4949000 0.95723 0.00637
0.4966000 0.96098 0.00597
0.4982000 0.95545 0.00616
0.4998000 0.95940 0.00628
0.5014000 0.95950 0.00601
0.5031000 0.98064 0.00621
0.5047000 0.95555 0.00593
0.5063000 0.97906 0.00616
0.5080000 0.96256 0.00614
0.5096000 0.99121 0.00587
