Asteroid designations ( Number, Name, Temporary designation): 293054, -,  K06WC7P
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 07 - 22 - 01:45
Observation was made by : M. Popescu, I. Ordonez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: 
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 293054vsHD190523.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4507000 0.97403 0.01254
0.4523000 0.98232 0.01337
0.4539000 0.99810 0.01371
0.4555000 0.96554 0.01202
0.4572000 0.94586 0.01311
0.4588000 0.94826 0.01403
0.4604000 0.98042 0.01226
0.4620000 0.93118 0.01183
0.4637000 0.93608 0.01130
0.4653000 0.97303 0.01253
0.4669000 0.96195 0.01335
0.4685000 0.95475 0.01128
0.4702000 0.96075 0.01137
0.4718000 0.97233 0.01146
0.4734000 1.00080 0.01088
0.4750000 0.98592 0.01066
0.4767000 1.01878 0.01037
0.4783000 0.99181 0.01067
0.4799000 0.97793 0.01014
0.4815000 0.99361 0.01221
0.4832000 1.02078 0.00954
0.4848000 1.02857 0.01027
0.4864000 1.06512 0.01290
0.4880000 1.00829 0.01185
0.4897000 1.01528 0.01023
0.4913000 0.98761 0.01023
0.4929000 0.98871 0.01013
0.4946000 0.97733 0.01013
0.4962000 0.98632 0.00994
0.4978000 0.98472 0.01043
0.4994000 0.94686 0.01003
0.5011000 0.96844 0.01024
0.5027000 0.98252 0.01032
0.5043000 0.94227 0.00947
0.5059000 0.99201 0.01021
0.5076000 0.99710 0.00947
0.5092000 0.97513 0.00827
0.5108000 0.96324 0.00904
0.5125000 0.99221 0.00879
0.5141000 0.97663 0.00924
0.5157000 0.97693 0.00986
0.5173000 0.92958 0.00935
0.5190000 0.97533 0.01042
0.5206000 0.99660 0.00919
0.5222000 0.97393 0.00907
0.5239000 0.99680 0.00960
0.5255000 0.99151 0.00887
0.5271000 1.00280 0.00941
0.5288000 0.98222 0.00890
0.5304000 1.02787 0.00897
0.5320000 1.03196 0.00881
0.5336000 0.98572 0.00848
0.5353000 1.00469 0.00883
0.5369000 0.99461 0.00951
0.5385000 0.98082 0.00922
0.5402000 1.00330 0.00893
0.5418000 1.02018 0.00908
0.5434000 1.01139 0.00910
0.5451000 0.98722 0.00895
0.5467000 0.97763 0.00905
0.5483000 1.00280 0.00900
0.5500000 1.00000 0.00850
0.5516000 1.00240 0.00827
0.5532000 1.00060 0.00846
0.5549000 1.02507 0.00959
0.5565000 1.02337 0.01322
0.5584000 1.00739 0.02110
0.5602000 1.00459 0.00922
0.5618000 1.01898 0.00917
0.5634000 1.04165 0.00928
0.5651000 1.02557 0.00950
0.5667000 1.02407 0.00969
0.5683000 1.00599 0.00906
0.5700000 1.04425 0.01023
0.5716000 1.00180 0.00850
0.5732000 1.00869 0.00946
0.5749000 1.03016 0.00901
0.5765000 1.05733 0.00999
0.5787000 1.06272 0.00888
0.5806000 1.02687 0.00943
0.5822000 1.05603 0.00907
0.5838000 1.03706 0.00855
0.5855000 1.04664 0.00931
0.5871000 1.03446 0.00922
0.5887000 0.98242 0.02135
0.5904000 1.01938 0.01601
0.5920000 1.04495 0.00990
0.5937000 1.01268 0.00988
0.5953000 1.03566 0.00956
0.5969000 1.06892 0.00878
0.5986000 1.04015 0.00902
0.6002000 1.02567 0.00905
0.6018000 1.04535 0.00903
0.6035000 1.08740 0.00913
0.6051000 1.06462 0.00955
0.6067000 1.04275 0.00933
0.6084000 1.02537 0.00940
0.6100000 1.05833 0.00864
0.6117000 1.08620 0.00930
0.6133000 1.06123 0.00986
0.6149000 1.06392 0.00938
0.6166000 1.07091 0.00975
0.6182000 1.06262 0.00916
0.6198000 1.05493 0.00957
0.6215000 1.05364 0.00939
0.6231000 1.06073 0.01059
0.6247000 1.05533 0.01135
0.6264000 1.06093 0.01116
0.6280000 1.10118 0.01056
0.6297000 1.07231 0.01255
0.6313000 1.08090 0.01065
0.6329000 1.04594 0.00962
0.6346000 1.06542 0.00887
0.6362000 1.05833 0.00985
0.6379000 1.06043 0.00986
0.6395000 1.06292 0.00906
0.6411000 1.06422 0.00922
0.6428000 1.04505 0.00944
0.6444000 1.07341 0.00962
0.6460000 1.04225 0.01058
0.6477000 1.08380 0.01013
0.6493000 1.06572 0.01073
0.6510000 1.06262 0.00990
0.6526000 1.07161 0.01118
0.6542000 1.09329 0.01055
0.6559000 1.08010 0.01420
0.6575000 1.07691 0.01050
0.6592000 1.07501 0.01035
0.6608000 1.08080 0.01010
0.6624000 1.07321 0.00929
0.6641000 1.06332 0.00848
0.6657000 1.07411 0.00893
0.6674000 1.06252 0.00951
0.6690000 1.06752 0.00896
0.6707000 1.05423 0.00993
0.6723000 1.07311 0.00864
0.6739000 1.05583 0.00879
0.6756000 1.07611 0.00910
0.6772000 1.08869 0.00940
0.6789000 1.08390 0.00934
0.6805000 1.06043 0.00865
0.6821000 1.08520 0.01119
0.6838000 1.08450 0.01311
0.6854000 1.05423 0.01156
0.6871000 1.12595 0.01162
0.6887000 1.10268 0.01169
0.6904000 1.07121 0.01175
0.6920000 1.09259 0.01183
0.6936000 1.05973 0.01106
0.6953000 1.07621 0.01128
0.6969000 1.09668 0.01208
0.6986000 1.07581 0.01070
0.7002000 1.10467 0.01095
0.7019000 1.06562 0.01204
0.7035000 1.05204 0.01170
0.7051000 1.07291 0.01090
0.7068000 1.09768 0.01090
0.7084000 1.08929 0.01051
0.7101000 1.06003 0.00978
0.7117000 1.04185 0.01015
0.7134000 1.05483 0.01017
0.7150000 1.04994 0.01051
0.7167000 1.05953 0.01040
0.7183000 1.05613 0.01270
0.7199000 1.10308 0.01109
0.7216000 1.06013 0.01139
0.7232000 1.06043 0.01759
0.7249000 1.07431 0.01736
0.7265000 1.07611 0.01577
0.7282000 1.11316 0.01896
0.7298000 1.08510 0.01451
0.7315000 1.10517 0.01909
0.7331000 1.04295 0.01606
0.7348000 1.07920 0.01572
0.7364000 1.07611 0.01646
0.7381000 1.06252 0.01416
0.7397000 1.05473 0.01489
0.7413000 1.05933 0.01159
0.7430000 1.08010 0.01366
0.7446000 1.08150 0.01339
0.7463000 1.06033 0.01397
0.7479000 1.06832 0.01681
0.7496000 1.07331 0.01318
0.7512000 1.04155 0.01498
0.7529000 1.02687 0.01709
0.7545000 1.04195 0.01366
0.7562000 1.07361 0.01701
0.7578000 1.03046 0.01637
0.7603000 1.04405 0.02555
0.7640000 1.16370 0.02289
0.7656000 1.16580 0.01792
0.7673000 1.12076 0.01382
0.7689000 1.10547 0.01554
0.7706000 1.10028 0.02135
0.7722000 1.02936 0.02032
0.7739000 1.05074 0.01713
0.7755000 1.04694 0.02553
0.7772000 1.06472 0.01849
0.7788000 1.02717 0.02418
0.7807000 1.02117 0.02256
0.7830000 1.04764 0.01943
0.7846000 1.07141 0.02684
0.7863000 1.04994 0.02669
0.7879000 1.02018 0.02279
0.7896000 1.06233 0.01869
0.7912000 1.05094 0.03321
0.7929000 1.04884 0.02141
0.7945000 1.05294 0.01939
0.7962000 1.01928 0.02539
0.7978000 1.09219 0.02298
0.7995000 0.98462 0.02655
0.8011000 1.00809 0.02291
0.8028000 1.02547 0.02395
0.8044000 1.03885 0.02330
0.8061000 1.04754 0.02265
0.8077000 0.98532 0.02373
0.8094000 1.02347 0.02482
0.8110000 1.00739 0.02591
0.8127000 1.00290 0.02699
0.8143000 0.95106 0.02808
0.8160000 1.01578 0.02916
0.8176000 1.09019 0.03025
0.8193000 1.02966 0.03134
0.8209000 1.04575 0.03242
0.8226000 1.03226 0.03351
0.8243000 1.01628 0.03460
0.8259000 1.02787 0.03568
0.8276000 0.97393 0.03677
0.8292000 0.99970 0.03786
0.8309000 1.01039 0.03894
0.8325000 1.01199 0.04003
0.8342000 1.00599 0.04111
0.8358000 1.04195 0.03837
0.8375000 1.04205 0.03563
0.8391000 0.92309 0.03288
0.8408000 0.98931 0.03157
0.8424000 0.95935 0.03911
0.8441000 0.95665 0.03586
0.8458000 0.94097 0.03260
0.8474000 0.99451 0.02731
0.8491000 0.96564 0.02764
0.8507000 0.99151 0.02797
0.8524000 0.96844 0.02843
0.8543000 0.97193 0.02889
0.8561000 0.99261 0.02671
0.8578000 0.94477 0.02453
0.8594000 0.96894 0.02235
0.8611000 0.99660 0.02559
0.8627000 0.91250 0.03450
0.8644000 0.90402 0.03191
0.8665000 0.92119 0.03812
0.8681000 0.99451 0.02520
0.8698000 0.96854 0.02361
0.8714000 1.00929 0.02234
0.8731000 0.90691 0.02062
0.8747000 0.98372 0.02780
0.8764000 0.94377 0.04862
0.8781000 0.93877 0.04380
0.8797000 0.91970 0.02631
0.8815000 0.89413 0.03764
0.8834000 0.98052 0.03341
0.8851000 0.96095 0.02919
0.8868000 0.97863 0.03419
0.8884000 0.89293 0.04890
0.8901000 0.91790 0.03721
0.8919000 0.96984 0.04802
0.8940000 0.90731 0.03376
0.8959000 0.96254 0.04999
0.8976000 0.94696 0.02925
