Asteroid designations ( Number, Name, Temporary designation): 3673, Levy,  1985 QS, J85Q00S, 1969 ER, J69E00R, 1978 SW5, J78S05W, 1978 WN, J78W00N
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 02 - 06 - 20:29
Observation was made by : M. Popescu, F. Lopez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 3673vshd231619.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4009000 0.65605 0.01014
0.4025000 0.66222 0.00994
0.4041000 0.64270 0.00974
0.4057000 0.64078 0.00953
0.4074000 0.64219 0.00933
0.4090000 0.63501 0.00913
0.4106000 0.66444 0.00892
0.4122000 0.63865 0.00872
0.4139000 0.65403 0.00852
0.4155000 0.67000 0.00831
0.4171000 0.64634 0.00811
0.4187000 0.66808 0.00791
0.4204000 0.65655 0.00770
0.4220000 0.62894 0.00750
0.4236000 0.64927 0.00730
0.4252000 0.66131 0.00717
0.4269000 0.66201 0.00675
0.4285000 0.67395 0.00753
0.4301000 0.64270 0.00836
0.4317000 0.71157 0.00688
0.4334000 0.72360 0.00656
0.4350000 0.74565 0.00638
0.4366000 0.72401 0.00618
0.4382000 0.72178 0.00637
0.4399000 0.71278 0.00569
0.4415000 0.72006 0.00558
0.4431000 0.73048 0.00570
0.4447000 0.74747 0.01218
0.4464000 0.76244 0.01866
0.4480000 0.73261 0.00511
0.4496000 0.76375 0.00495
0.4513000 0.74424 0.00483
0.4529000 0.76396 0.00505
0.4545000 0.74879 0.00482
0.4561000 0.76102 0.00482
0.4578000 0.76871 0.00467
0.4594000 0.75667 0.00486
0.4610000 0.77538 0.00467
0.4626000 0.77104 0.00425
0.4643000 0.80633 0.00484
0.4659000 0.79966 0.00454
0.4675000 0.80016 0.00468
0.4692000 0.80107 0.00454
0.4708000 0.80330 0.00444
0.4724000 0.80229 0.00422
0.4740000 0.81392 0.00403
0.4757000 0.82737 0.00407
0.4773000 0.83384 0.00411
0.4789000 0.83940 0.00395
0.4806000 0.85467 0.00395
0.4822000 0.83920 0.00431
0.4838000 0.83950 0.00407
0.4854000 0.83556 0.00464
0.4871000 0.86408 0.00473
0.4887000 0.84689 0.00402
0.4903000 0.85093 0.00378
0.4920000 0.86994 0.00407
0.4936000 0.88835 0.00387
0.4952000 0.86408 0.00390
0.4969000 0.88329 0.00383
0.4985000 0.88552 0.00387
0.5001000 0.87095 0.00390
0.5017000 0.88906 0.00407
0.5034000 0.88178 0.00402
0.5050000 0.90069 0.00371
0.5066000 0.89148 0.00376
0.5083000 0.87884 0.00382
0.5099000 0.91576 0.00391
0.5115000 0.90595 0.00391
0.5132000 0.90969 0.00370
0.5148000 0.92112 0.00377
0.5164000 0.90847 0.00405
0.5181000 0.93305 0.00396
0.5197000 0.94711 0.00455
0.5213000 0.94316 0.00390
0.5229000 0.94893 0.00394
0.5246000 0.94205 0.00383
0.5262000 0.95307 0.00386
0.5278000 0.96531 0.00370
0.5295000 0.93477 0.00374
0.5311000 0.95449 0.00351
0.5327000 0.96056 0.00368
0.5344000 0.96228 0.00368
0.5360000 0.96117 0.00387
0.5376000 0.97360 0.00369
0.5393000 0.97704 0.00386
0.5409000 0.99100 0.00383
0.5425000 0.97118 0.00378
0.5442000 0.99838 0.00345
0.5458000 1.00516 0.00373
0.5474000 0.99676 0.00365
0.5491000 1.01831 0.00369
0.5507000 1.00000 0.00380
0.5523000 1.02518 0.00381
0.5540000 1.02417 0.00385
0.5556000 1.00303 0.00381
0.5572000 0.98928 0.00807
0.5589000 1.03600 0.00542
0.5605000 1.03135 0.00373
0.5621000 1.03995 0.00369
