Asteroid designations ( Number, Name, Temporary designation): -, -, K07EC5D
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 03 - 11 - 05:47
Observation was made by : O. Vaduvescu, F. Lopez E-mail; ovidiu.vaduvescu@gmail.com
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2007ed125vshd118928.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4011000 0.79998 0.04036
0.4029000 0.77053 0.04168
0.4048000 0.78608 0.04019
0.4082000 0.83863 0.03864
0.4098000 0.84842 0.04004
0.4114000 0.81260 0.03366
0.4130000 0.83374 0.03537
0.4147000 0.85312 0.03383
0.4163000 0.83374 0.03092
0.4179000 0.77698 0.03489
0.4195000 0.81671 0.03142
0.4212000 0.85615 0.03034
0.4228000 0.82767 0.03134
0.4244000 0.81016 0.02951
0.4260000 0.85742 0.03037
0.4277000 0.81211 0.02767
0.4293000 0.81094 0.03120
0.4309000 0.76818 0.02976
0.4326000 0.87758 0.02763
0.4342000 0.83198 0.02889
0.4358000 0.85860 0.02461
0.4374000 0.80301 0.02324
0.4391000 0.80908 0.02476
0.4407000 0.85664 0.02277
0.4423000 0.86036 0.02342
0.4439000 0.84441 0.02167
0.4456000 0.89559 0.02238
0.4472000 0.82082 0.02110
0.4488000 0.86183 0.02175
0.4504000 0.89197 0.02033
0.4521000 0.88228 0.02077
0.4537000 0.85644 0.02058
0.4553000 0.89940 0.02030
0.4570000 0.87269 0.02103
0.4586000 0.86623 0.01938
0.4602000 0.84656 0.01897
0.4618000 0.88110 0.01884
0.4635000 0.87856 0.01972
0.4651000 0.88120 0.01653
0.4679000 0.89157 0.01782
0.4696000 0.88786 0.01852
0.4712000 0.88443 0.01700
0.4728000 0.90205 0.01643
0.4745000 0.91839 0.01783
0.4761000 0.88375 0.02162
0.4777000 0.93874 0.02542
0.4793000 0.91349 0.01654
0.4810000 0.87797 0.01586
0.4826000 0.88433 0.01653
0.4842000 0.93737 0.01654
0.4859000 0.91819 0.01829
0.4875000 0.90019 0.01618
0.4891000 0.88942 0.01592
0.4907000 0.93375 0.01503
0.4924000 0.89882 0.01576
0.4940000 0.91164 0.01489
0.4956000 0.91438 0.01552
0.4973000 0.91291 0.01441
0.4989000 0.96135 0.01411
0.5005000 0.93855 0.01465
0.5021000 0.93042 0.01445
0.5038000 0.90342 0.01357
0.5054000 0.91849 0.01378
0.5070000 0.89441 0.01391
0.5087000 0.90723 0.01413
0.5103000 0.92592 0.01349
0.5119000 0.92524 0.01329
0.5136000 0.90077 0.01333
0.5152000 0.93659 0.01388
0.5168000 0.92142 0.01390
0.5185000 0.89754 0.01366
0.5201000 0.94559 0.01371
0.5217000 0.94148 0.01241
0.5234000 0.96908 0.01303
0.5250000 0.95841 0.01303
0.5266000 0.95391 0.01350
0.5282000 0.93962 0.01320
0.5299000 0.96976 0.01194
0.5315000 0.96781 0.01245
0.5331000 0.96311 0.01263
0.5348000 0.96281 0.01253
0.5364000 0.99002 0.01310
0.5380000 0.94970 0.01279
0.5397000 0.98014 0.01320
0.5413000 0.96565 0.01208
0.5429000 0.97651 0.01272
0.5446000 0.94011 0.01246
0.5462000 0.95802 0.01173
0.5478000 0.98728 0.01200
0.5495000 1.00000 0.01202
0.5511000 0.97162 0.01175
0.5527000 0.96575 0.01175
0.5544000 0.98199 0.01249
0.5560000 0.98053 0.01237
0.5576000 0.93620 0.01306
0.5593000 0.99305 0.01374
0.5609000 0.96585 0.01149
0.5625000 0.96644 0.01179
0.5642000 0.99080 0.01198
0.5658000 0.97475 0.01178
0.5674000 0.99491 0.01276
0.5691000 1.00411 0.01241
0.5707000 0.99902 0.01264
0.5723000 0.99599 0.01167
0.5740000 1.02476 0.01183
0.5756000 0.99501 0.01220
0.5773000 0.98699 0.01202
0.5789000 0.99980 0.01214
