Asteroid designations ( Number, Name, Temporary designation): 410627, -,2008_RG1
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 09 - 03 - 01:50
Observation was made by : O. Vaduvescu; M. Popescu E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2008rg1vshd221227.txt
Wavelength[um]	Reflectance	sigma(optional)
0.3508000 0.49810 0.09527
0.3524000 0.45031 0.09526
0.3540000 0.40934 0.08451
0.3556000 0.37848 0.08120
0.3572000 0.49709 0.09276
0.3588000 0.42276 0.09878
0.3605000 0.51483 0.07505
0.3621000 0.45372 0.08329
0.3639000 0.42967 0.07722
0.3657000 0.50982 0.06800
0.3673000 0.47916 0.05772
0.3689000 0.51052 0.05496
0.3706000 0.45031 0.05233
0.3722000 0.47105 0.05041
0.3738000 0.53376 0.05418
0.3754000 0.48417 0.05023
0.3770000 0.59788 0.04171
0.3786000 0.55610 0.03398
0.3803000 0.55370 0.03918
0.3819000 0.53015 0.03448
0.3835000 0.47195 0.04872
0.3851000 0.52074 0.03516
0.3867000 0.51863 0.03145
0.3883000 0.51162 0.03046
0.3900000 0.55320 0.02652
0.3922000 0.64246 0.03331
0.3940000 0.63354 0.04011
0.3956000 0.56482 0.02321
0.3972000 0.68503 0.03348
0.3989000 0.62923 0.01799
0.4005000 0.64326 0.01720
0.4021000 0.66750 0.01562
0.4037000 0.68774 0.01597
0.4053000 0.63995 0.01562
0.4069000 0.64476 0.01647
0.4086000 0.66520 0.01377
0.4102000 0.66780 0.01503
0.4118000 0.66209 0.01302
0.4134000 0.67692 0.01282
0.4150000 0.64266 0.01253
0.4167000 0.66951 0.01228
0.4183000 0.67321 0.01279
0.4199000 0.68704 0.01173
0.4215000 0.68754 0.01143
0.4231000 0.66530 0.01128
0.4248000 0.67331 0.01138
0.4264000 0.68543 0.01074
0.4280000 0.70848 0.01116
0.4296000 0.65117 0.01274
0.4312000 0.73302 0.01178
0.4329000 0.72521 0.01042
0.4345000 0.76468 0.01101
0.4361000 0.70727 0.00948
0.4377000 0.71158 0.00961
0.4393000 0.72881 0.00934
0.4410000 0.74244 0.00839
0.4426000 0.75526 0.00794
0.4442000 0.76037 0.00798
0.4458000 0.76878 0.00808
0.4475000 0.76027 0.00753
0.4491000 0.75907 0.00730
0.4507000 0.76357 0.00715
0.4523000 0.77449 0.00722
0.4539000 0.78040 0.00729
0.4556000 0.80365 0.00736
0.4572000 0.81316 0.00698
0.4588000 0.78962 0.00690
0.4604000 0.78481 0.00642
