Asteroid designations ( Number, Name, Temporary designation): -, -, K00H74D
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 05 - 23 - 23:30
Observation was made by : M. Popescu, R. Errmann E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: 
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2000hd74vshd124446.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4008000 0.82701 0.04665
0.4024000 0.72527 0.04446
0.4040000 0.81206 0.04227
0.4056000 0.74102 0.04009
0.4073000 0.81196 0.03790
0.4089000 0.84688 0.03571
0.4105000 0.93277 0.03353
0.4121000 0.89966 0.03134
0.4137000 0.83965 0.02916
0.4154000 0.84919 0.02697
0.4170000 0.86253 0.02629
0.4186000 0.81015 0.02635
0.4202000 0.83835 0.02354
0.4218000 0.76450 0.02512
0.4235000 0.74503 0.02421
0.4251000 0.82400 0.02260
0.4267000 0.78417 0.02346
0.4283000 0.86584 0.02397
0.4300000 0.76039 0.02628
0.4316000 0.85782 0.02511
0.4332000 0.84768 0.02362
0.4348000 0.84859 0.02448
0.4365000 0.84718 0.02025
0.4381000 0.84447 0.02063
0.4397000 0.85822 0.02081
0.4413000 0.84507 0.01928
0.4429000 0.86745 0.01760
0.4446000 0.88230 0.02006
0.4462000 0.81146 0.01766
0.4478000 0.89815 0.01772
0.4494000 0.86554 0.01644
0.4511000 0.91792 0.01603
0.4527000 0.86604 0.01698
0.4543000 0.88451 0.01715
0.4559000 0.91070 0.01596
0.4576000 0.94622 0.01695
0.4592000 0.88651 0.01639
0.4608000 0.88922 0.01549
0.4624000 0.90658 0.01472
0.4641000 0.90658 0.01511
0.4657000 0.87738 0.01483
0.4673000 0.89053 0.01505
0.4689000 0.86675 0.01481
0.4706000 0.91872 0.01409
0.4722000 0.91963 0.01485
0.4738000 0.92003 0.01432
0.4754000 0.95063 0.01374
0.4771000 0.89825 0.01289
