Asteroid designations ( Number, Name, Temporary designation): 10484, Hecht,  1983 WM, J83W00M, 1990 VJ1, J90V01J
Observation was done on (UT) (format YYYY-MM-DD-hh): 2011 - 11 - 16 - 08:40
Observation was made by : M. Birlan E-mail; Mirel.Birlan@obspm.fr
At observatory with UAI code: 568
Obsv. comments: 
The spectrum was published in the article: http://adsabs.harvard.edu/abs/2016RoAJ...26..127B
The normalization of this spectrum was made for the wavelength: 1.250 microns.
Original name of the file was: 10484_norm.txt
Wavelength[um]	Reflectance	sigma(optional)
0.7323590 1.08369 0.06614
0.7346920 0.98854 0.09179
0.7370380 0.99669 0.09435
0.7393980 1.08804 0.06529
0.7417720 1.05914 0.06176
0.7441620 1.02524 0.07248
0.7465660 1.00735 0.07137
0.7489860 1.04744 0.05211
0.7514220 1.06635 0.08114
0.7538730 0.98699 0.08625
0.7563410 0.97034 0.07455
0.7588260 0.99389 0.08207
0.7613270 1.00450 0.10075
0.7638460 0.91087 0.06747
0.7663810 0.91571 0.10412
0.7689350 0.91022 0.10299
0.7715050 0.97323 0.10401
0.7740940 0.94257 0.10313
0.7767010 0.91296 0.05273
0.7793260 0.93322 0.06592
0.7819690 0.97010 0.07856
0.7846310 0.97358 0.06845
0.7873110 0.85233 0.07582
0.7900100 0.99711 0.07622
0.7927280 1.00481 0.07087
0.7954660 0.89402 0.05818
0.7982220 0.90631 0.05185
0.8009980 0.94925 0.05442
0.8037920 0.89532 0.09045
0.8066070 0.85483 0.06537
0.8094400 0.92097 0.07622
0.8122940 0.89843 0.06412
0.8151660 0.85654 0.08417
0.8180590 0.90010 0.08820
0.8209710 0.73489 0.10162
0.8239030 0.81394 0.07877
0.8268540 0.86205 0.07637
0.8298250 0.79057 0.07212
0.8328160 0.76458 0.04875
0.8358270 0.81046 0.07643
0.8388570 0.77940 0.09827
0.8419070 0.74789 0.09131
0.8449770 0.76159 0.09257
0.8480660 0.80423 0.07829
0.8511750 0.76234 0.07364
0.8543030 0.77531 0.07783
0.8574510 0.78203 0.07164
0.8606190 0.71187 0.09455
0.8638050 0.74474 0.05381
0.8670120 0.69832 0.10011
0.8702370 0.80028 0.06630
0.8734820 0.69257 0.09322
0.8767460 0.69372 0.09312
0.8800280 0.70945 0.05726
0.8833300 0.70692 0.08495
0.8866510 0.59431 0.11349
0.8899900 0.67205 0.09135
0.8933480 0.60347 0.10836
0.8967250 0.66296 0.07209
0.9001200 0.54719 0.11840
0.9035330 0.48487 0.10258
0.9069640 0.60577 0.12147
0.9104140 0.63316 0.10895
0.9138810 0.60690 0.09532
0.9173670 0.61857 0.08494
0.9208700 0.68213 0.08990
0.9243900 0.63563 0.09579
0.9279280 0.68915 0.06050
0.9314830 0.65636 0.04823
0.9350550 0.63493 0.09848
0.9386440 0.71987 0.11632
0.9422490 0.77845 0.07030
0.9458720 0.54628 0.08184
0.9495110 0.67568 0.09314
0.9531660 0.65429 0.09996
0.9568370 0.63783 0.10128
0.9605240 0.63330 0.08733
0.9642260 0.58483 0.10032
0.9679450 0.59293 0.10579
0.9716780 0.63366 0.10083
0.9754270 0.67757 0.10001
0.9791910 0.66183 0.09794
0.9829700 0.69867 0.07679
0.9867640 0.72494 0.06139
0.9905710 0.72118 0.07394
0.9943940 0.72076 0.05563
0.9982300 0.78533 0.09556
1.0020800 0.80319 0.08583
1.0059400 0.74215 0.08868
1.0098200 0.78037 0.08761
1.0137100 0.82377 0.08919
1.0176200 0.80872 0.10612
1.0215300 0.82299 0.08988
1.0254600 0.84054 0.07093
1.0294000 0.86602 0.08704
1.0333600 0.87601 0.08050
1.0373200 0.89343 0.09367
1.0413000 0.91005 0.05984
1.0452900 0.85046 0.08754
1.0492900 0.89140 0.07334
1.0533000 1.00922 0.06558
