Asteroid designations ( Number, Name, Temporary designation): -, -, K13W67T
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 09 - 02 - 21:05
Observation was made by : O. Vaduvescu; M. Popescu E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2013wt67vshd216516.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4009000 0.62691 0.03143
0.4025000 0.57137 0.03104
0.4041000 0.56042 0.03066
0.4057000 0.62916 0.03027
0.4074000 0.60364 0.02989
0.4090000 0.58076 0.02950
0.4106000 0.59406 0.02912
0.4122000 0.64089 0.02873
0.4138000 0.63815 0.02835
0.4154000 0.63072 0.02796
0.4171000 0.63590 0.02758
0.4187000 0.62808 0.02719
0.4203000 0.72253 0.02680
0.4219000 0.65448 0.02675
0.4235000 0.69192 0.02659
0.4252000 0.61732 0.02560
0.4268000 0.75782 0.02645
0.4284000 0.71382 0.02566
0.4300000 0.69280 0.03046
0.4316000 0.75557 0.02652
0.4333000 0.76916 0.02414
0.4349000 0.72878 0.02438
0.4365000 0.74677 0.02271
0.4381000 0.71079 0.02218
0.4398000 0.70375 0.02169
0.4414000 0.72683 0.02124
0.4430000 0.71334 0.01942
0.4446000 0.74452 0.01956
0.4462000 0.73299 0.01932
0.4479000 0.76691 0.01850
0.4495000 0.78618 0.01856
0.4511000 0.76251 0.01681
0.4527000 0.82822 0.01816
0.4543000 0.80270 0.01854
0.4560000 0.75968 0.01700
0.4576000 0.77826 0.01774
0.4592000 0.79742 0.01689
0.4608000 0.77855 0.01598
0.4625000 0.80113 0.01573
0.4641000 0.81189 0.01600
0.4657000 0.85882 0.01606
0.4673000 0.82978 0.01564
0.4690000 0.80808 0.01500
0.4706000 0.80896 0.01530
0.4722000 0.85393 0.01481
0.4738000 0.82039 0.01430
0.4754000 0.85080 0.01473
0.4771000 0.80495 0.01459
0.4787000 0.82978 0.01450
0.4803000 0.84934 0.01370
0.4819000 0.85256 0.01455
0.4836000 0.84073 0.01404
0.4852000 0.83887 0.01553
0.4868000 0.85217 0.01582
0.4884000 0.87397 0.01350
0.4901000 0.86928 0.01384
0.4917000 0.85579 0.01421
