Asteroid designations ( Number, Name, Temporary designation): 380981, -,  K06SD1U
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 05 - 24 - 04:32
Observation was made by : M. Popescu, R. Errmann E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: 
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 380981vshd231683.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4008000 0.74790 0.03103
0.4024000 0.72047 0.02838
0.4040000 0.68915 0.02912
0.4056000 0.69642 0.02819
0.4073000 0.68301 0.02828
0.4089000 0.78567 0.02564
0.4105000 0.71453 0.02630
0.4121000 0.76428 0.02327
0.4137000 0.72282 0.02296
0.4154000 0.81351 0.02259
0.4170000 0.80184 0.02328
0.4186000 0.70553 0.02387
0.4202000 0.72170 0.02224
0.4218000 0.84514 0.02005
0.4235000 0.71546 0.02315
0.4251000 0.82129 0.02080
0.4267000 0.77410 0.02188
0.4283000 0.75189 0.02116
0.4300000 0.77144 0.02446
0.4316000 0.73081 0.02160
0.4332000 0.82948 0.02069
0.4348000 0.75384 0.02152
0.4365000 0.82733 0.01899
0.4381000 0.76141 0.01926
0.4397000 0.79304 0.01782
0.4413000 0.81136 0.01856
0.4429000 0.81013 0.01662
0.4446000 0.83142 0.01749
0.4462000 0.81679 0.07041
0.4478000 0.80972 0.04369
0.4494000 0.79560 0.01698
0.4511000 0.85107 0.01543
0.4527000 0.87677 0.01670
0.4543000 0.85312 0.01735
0.4559000 0.88506 0.01660
0.4576000 0.84913 0.01635
0.4592000 0.82242 0.01638
0.4608000 0.85855 0.01539
0.4624000 0.86960 0.01581
0.4641000 0.84258 0.01638
0.4657000 0.81157 0.01537
0.4673000 0.80962 0.01559
0.4689000 0.87605 0.01538
0.4706000 0.86233 0.01517
0.4722000 0.85558 0.01496
0.4738000 0.88547 0.01476
0.4754000 0.88976 0.01455
0.4771000 0.86305 0.01497
0.4787000 0.90102 0.01444
0.4803000 0.89795 0.01532
0.4819000 0.90123 0.01558
0.4836000 0.90911 0.01447
0.4852000 0.91894 0.01498
0.4868000 0.87677 0.01550
0.4884000 0.88987 0.01460
0.4901000 0.91085 0.01502
0.4917000 0.89355 0.01387
0.4933000 0.93398 0.01449
0.4950000 0.93009 0.01416
0.4966000 0.89386 0.01544
0.4982000 0.91249 0.01443
0.4998000 0.96950 0.01419
0.5015000 0.94166 0.01328
0.5031000 0.93490 0.01352
0.5047000 0.95281 0.01291
0.5064000 0.94063 0.01341
0.5080000 0.91064 0.01450
0.5096000 0.92917 0.01382
0.5112000 0.96315 0.01391
0.5129000 0.96663 0.01422
0.5145000 0.95077 0.01314
0.5161000 0.96315 0.01357
0.5178000 0.94053 0.01369
0.5194000 0.93521 0.01426
0.5210000 0.95619 0.01391
0.5226000 0.95619 0.01359
0.5243000 0.97687 0.01446
