Asteroid designations ( Number, Name, Temporary designation): 16636, -,  J93Q00P, 2000 NR3, K00N03R
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 07 - 18 - 02:05
Observation was made by : O. Vaduvescu; E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 16636vshd195422.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4009000 0.64609 0.04336
0.4025000 0.74050 0.04260
0.4042000 0.77437 0.04184
0.4058000 0.81158 0.04109
0.4074000 0.70880 0.04004
0.4090000 0.77604 0.03990
0.4107000 0.74778 0.03938
0.4123000 0.75369 0.03608
0.4139000 0.75458 0.03455
0.4155000 0.77141 0.03302
0.4172000 0.78165 0.03340
0.4188000 0.75487 0.03351
0.4204000 0.69384 0.03169
0.4220000 0.75901 0.03204
0.4237000 0.77437 0.03197
0.4253000 0.78638 0.03036
0.4269000 0.67651 0.03163
0.4285000 0.70998 0.03130
0.4302000 0.71185 0.03371
0.4322000 0.77555 0.02944
0.4338000 0.72849 0.03293
0.4354000 0.78076 0.02795
0.4371000 0.80843 0.02771
0.4387000 0.75763 0.02723
0.4403000 0.74257 0.02612
0.4420000 0.79779 0.02551
0.4436000 0.76344 0.02434
0.4452000 0.79740 0.02517
0.4468000 0.82211 0.02409
0.4485000 0.78716 0.02275
0.4501000 0.83068 0.02265
0.4517000 0.85361 0.02248
0.4533000 0.78106 0.02327
0.4550000 0.86799 0.02271
0.4566000 0.79819 0.02154
0.4582000 0.84298 0.02249
0.4599000 0.88069 0.02118
0.4615000 0.82182 0.02126
0.4631000 0.82063 0.02135
0.4647000 0.81394 0.02159
0.4664000 0.81788 0.02107
0.4680000 0.84800 0.02065
0.4696000 0.86474 0.01972
0.4713000 0.84820 0.01978
0.4729000 0.85972 0.02051
0.4745000 0.87173 0.01979
0.4762000 0.85568 0.01955
0.4778000 0.87301 0.01896
0.4794000 0.87212 0.01919
0.4810000 0.88334 0.01978
0.4827000 0.87330 0.01880
0.4843000 0.83314 0.01956
0.4859000 0.91150 0.02222
0.4876000 0.90471 0.01926
0.4892000 0.89781 0.01861
0.4908000 0.87143 0.01831
0.4925000 0.94536 0.01897
0.4941000 0.86749 0.01772
0.4957000 0.91445 0.01901
0.4973000 0.88964 0.01817
0.4990000 0.90638 0.01788
0.5006000 0.89309 0.01870
0.5022000 0.89486 0.01799
0.5039000 0.86995 0.01780
0.5055000 0.92636 0.01702
0.5071000 0.92420 0.01704
0.5088000 0.95540 0.01729
0.5104000 0.89319 0.01683
0.5120000 0.92833 0.01655
0.5137000 0.89014 0.01761
0.5153000 0.89496 0.01725
0.5169000 0.87813 0.01784
0.5186000 0.91160 0.01736
0.5202000 0.91504 0.01687
0.5218000 0.93690 0.01639
0.5235000 0.94792 0.01674
0.5251000 0.97037 0.01679
0.5267000 0.92538 0.01728
0.5284000 0.95097 0.01652
0.5300000 0.97312 0.01564
0.5316000 0.94467 0.01638
0.5333000 0.94083 0.01597
0.5349000 0.98573 0.01547
0.5365000 0.95875 0.01601
0.5382000 0.97116 0.01560
0.5398000 0.95009 0.01629
0.5414000 0.96830 0.01621
0.5437000 0.97293 0.01580
0.5455000 0.95550 0.01538
0.5472000 1.00679 0.01561
0.5488000 0.96495 0.01605
0.5504000 1.00000 0.01556
0.5521000 0.96594 0.01537
0.5537000 0.98405 0.01601
0.5553000 0.98937 0.01535
0.5570000 0.96574 0.03355
0.5586000 0.94763 0.02340
0.5602000 0.99016 0.01575
0.5619000 1.01260 0.01597
0.5635000 0.98622 0.01568
0.5652000 1.00049 0.01561
0.5668000 0.99173 0.01573
0.5684000 0.99665 0.01527
0.5701000 1.01299 0.01526
0.5717000 1.01920 0.01542
0.5733000 1.01713 0.01492
0.5750000 1.02884 0.01544
0.5766000 1.02136 0.01487
0.5782000 1.03869 0.01526
0.5799000 1.00906 0.01482
0.5815000 1.01742 0.01461
0.5832000 1.00217 0.01508
0.5848000 1.01506 0.01496
0.5864000 1.05414 0.01560
0.5881000 1.01841 0.02107
0.5897000 1.00492 0.02297
0.5913000 1.06714 0.01547
0.5930000 1.05031 0.01568
0.5946000 1.04125 0.01536
0.5963000 1.04814 0.01495
0.5979000 1.02816 0.01486
0.5995000 1.01211 0.01516
0.6012000 1.02195 0.01512
0.6028000 1.03997 0.01507
0.6045000 1.05474 0.01497
0.6061000 1.07009 0.01490
0.6077000 1.05257 0.01507
0.6094000 1.07157 0.01514
0.6110000 1.04706 0.01507
0.6127000 1.05178 0.01550
0.6143000 1.07935 0.01586
0.6159000 1.06251 0.01570
0.6176000 1.06606 0.01578
0.6192000 1.08624 0.01531
0.6209000 1.06852 0.01452
0.6225000 1.08102 0.01572
0.6241000 1.06537 0.01618
0.6258000 1.07679 0.01639
0.6274000 1.08929 0.01569
0.6291000 1.07994 0.02079
0.6307000 1.06468 0.01948
0.6323000 1.08210 0.01733
0.6340000 1.09037 0.01519
0.6356000 1.06153 0.01773
0.6373000 1.06291 0.01628
0.6389000 1.10091 0.01525
0.6405000 1.06094 0.01551
0.6422000 1.06340 0.01529
0.6438000 1.06566 0.01502
0.6455000 1.08023 0.01580
0.6471000 1.08456 0.01544
0.6488000 1.05621 0.01575
