Asteroid designations ( Number, Name, Temporary designation): 1580, Betulia,  1950 KA, J50K00A
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 05 - 26 - 21:30
Observation was made by : M. Popescu, I. Ordonez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: 
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 1580vshd109967.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4002000 0.89153 0.03563
0.4006000 0.91936 0.04154
0.4010000 0.94942 0.03503
0.4014000 0.98385 0.03502
0.4018000 0.89366 0.03728
0.4022000 0.87508 0.03109
0.4026000 0.87975 0.02735
0.4030000 0.90372 0.03018
0.4034000 0.84908 0.03168
0.4038000 0.86898 0.03323
0.4042000 0.90087 0.03349
0.4046000 0.91550 0.03280
0.4050000 0.92566 0.03528
0.4054000 0.89813 0.03152
0.4058000 0.85811 0.03068
0.4062000 0.81922 0.03162
0.4066000 0.84024 0.03102
0.4070000 0.85862 0.02845
0.4074000 0.93926 0.03433
0.4078000 0.95968 0.03176
0.4091000 0.98009 0.02675
0.4095000 0.90697 0.02901
0.4099000 0.89488 0.03030
0.4103000 0.96049 0.03571
0.4107000 0.97420 0.03036
0.4111000 0.96912 0.03040
0.4115000 0.95308 0.02939
0.4119000 0.96374 0.02839
0.4123000 0.92373 0.02738
0.4127000 0.92180 0.02637
0.4131000 0.87101 0.02693
0.4135000 0.85314 0.02707
0.4139000 0.85771 0.02745
0.4143000 0.92728 0.02782
0.4147000 0.91123 0.02768
0.4151000 0.94952 0.02572
0.4155000 0.89315 0.02560
0.4159000 0.94820 0.02548
0.4163000 0.93480 0.02596
0.4168000 0.91347 0.02644
0.4172000 0.90331 0.02692
0.4176000 0.89427 0.02610
0.4180000 0.96232 0.02668
0.4184000 1.02356 0.02739
0.4188000 0.92068 0.02688
0.4192000 0.86543 0.02637
0.4196000 0.87650 0.02585
0.4200000 0.88076 0.02534
0.4204000 0.95826 0.02527
0.4208000 0.88767 0.02521
0.4212000 0.87863 0.02436
0.4216000 0.84684 0.02469
0.4220000 0.84511 0.02502
0.4224000 0.89783 0.02535
0.4228000 0.87508 0.02439
0.4232000 0.88899 0.02344
0.4236000 0.90483 0.02333
0.4240000 0.87437 0.02321
0.4244000 0.92769 0.02310
0.4248000 0.90920 0.02299
0.4253000 0.87954 0.02318
0.4257000 0.91194 0.02337
0.4261000 0.81901 0.02355
0.4265000 0.84379 0.02372
0.4269000 0.95155 0.02390
0.4273000 0.92708 0.02363
0.4277000 0.84745 0.02365
0.4281000 0.92169 0.02367
0.4285000 0.93977 0.02184
0.4289000 0.90565 0.02436
0.4293000 0.83790 0.02255
0.4297000 0.81597 0.02326
0.4301000 0.84207 0.02469
0.4305000 0.80855 0.02747
0.4309000 0.86004 0.02520
0.4313000 0.97410 0.02562
0.4317000 0.98314 0.02336
0.4321000 0.93094 0.02033
0.4325000 0.95684 0.02094
0.4329000 0.87762 0.01948
0.4334000 0.91387 0.02231
0.4338000 0.94282 0.02126
0.4342000 0.99695 0.02314
0.4346000 0.96161 0.02224
0.4350000 0.97552 0.02151
0.4354000 0.95257 0.01921
0.4358000 0.95958 0.01905
0.4362000 0.90514 0.01961
