Asteroid designations ( Number, Name, Temporary designation): -, -, 
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 12 - 30 - 04:40
Observation was made by : O. Vaduvescu, F. Stevance E-mail; ovidiu.vaduvescu@gmail.com
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2011wk15vshd73708.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4520000 1.00540 0.00936
0.4556000 0.97547 0.00900
0.4593000 0.98322 0.00872
0.4629000 0.97233 0.00795
0.4666000 0.96222 0.00800
0.4703000 0.99921 0.00791
0.4739000 0.98135 0.00763
0.4776000 0.99264 0.00734
0.4812000 1.00628 0.00693
0.4849000 0.95711 0.00759
0.4886000 0.96762 0.00709
0.4922000 0.98989 0.00691
0.4959000 0.95849 0.00678
0.4996000 0.99078 0.00701
0.5032000 0.98577 0.00671
0.5069000 0.97076 0.00655
0.5105000 0.96379 0.00625
0.5142000 1.00059 0.00663
0.5179000 0.99372 0.00724
0.5215000 0.99519 0.00638
0.5252000 0.99588 0.00643
0.5289000 0.98018 0.00615
0.5325000 0.97213 0.00635
0.5362000 0.98459 0.00595
0.5399000 0.96506 0.00628
0.5436000 0.98567 0.00590
0.5472000 0.96359 0.00597
0.5509000 1.00000 0.00844
0.5546000 0.98342 0.01092
0.5582000 1.00010 0.01340
0.5619000 0.97360 0.00643
0.5656000 0.99333 0.00612
0.5693000 0.99185 0.00643
0.5729000 0.98960 0.00607
0.5766000 0.99087 0.00613
0.5803000 0.97125 0.00625
0.5840000 0.98194 0.00631
0.5877000 0.96919 0.01136
0.5913000 0.98106 0.00776
0.5950000 0.98322 0.00683
0.5987000 0.99048 0.00654
0.6024000 0.97733 0.00642
0.6061000 0.97429 0.00611
0.6097000 0.96251 0.00607
0.6134000 0.97713 0.00637
0.6171000 0.97674 0.00631
0.6208000 0.96781 0.00626
0.6245000 0.97321 0.00748
0.6282000 1.02502 0.01329
0.6318000 0.99293 0.01072
0.6355000 0.98714 0.00922
0.6392000 0.98086 0.00680
0.6429000 0.97615 0.00642
0.6466000 0.99215 0.00693
0.6503000 0.99401 0.00733
0.6540000 0.96712 0.00772
0.6577000 0.95996 0.00713
0.6614000 0.98940 0.00655
0.6650000 0.98440 0.00646
0.6687000 0.97772 0.00638
0.6724000 0.97066 0.00646
0.6761000 0.99136 0.00634
0.6798000 0.98773 0.00619
0.6835000 0.98793 0.00805
0.6872000 0.98705 0.00909
0.6909000 0.97066 0.00821
0.6946000 0.98155 0.00816
0.6983000 0.96997 0.00772
0.7020000 0.96722 0.00737
0.7057000 0.96673 0.00753
0.7094000 0.98184 0.00710
0.7131000 0.99843 0.00732
0.7168000 0.96497 0.00827
0.7205000 0.97988 0.00798
0.7242000 1.02002 0.01353
0.7279000 0.96330 0.01298
0.7316000 0.96614 0.01244
0.7353000 1.00677 0.01240
0.7390000 0.98332 0.01047
0.7427000 0.99215 0.03160
0.7464000 0.98243 0.02067
0.7501000 0.97959 0.00974
0.7538000 0.97763 0.01056
0.7575000 0.94858 0.01138
0.7619000 1.04524 0.01917
0.7658000 1.01040 0.01942
0.7695000 0.99637 0.01966
0.7732000 0.94377 0.01990
0.7769000 1.01943 0.02014
0.7806000 0.99921 0.02038
0.7843000 0.97282 0.02062
0.7880000 1.01482 0.02086
0.7917000 0.97498 0.02110
0.7955000 0.96555 0.02135
0.7992000 0.97360 0.02159
0.8029000 1.01276 0.02183
0.8066000 1.00128 0.02207
0.8103000 0.97969 0.02231
0.8140000 0.96811 0.02255
0.8178000 0.99745 0.02279
0.8215000 0.98322 0.02303
0.8260000 0.99342 0.02328
0.8302000 1.00648 0.02352
0.8341000 1.02463 0.02376
0.8380000 0.94868 0.02400
0.8418000 0.97341 0.02424
0.8461000 1.02915 0.02448
0.8500000 1.00177 0.02472
0.8537000 0.95211 0.02496
0.8574000 0.97184 0.02520
0.8612000 0.95584 0.02545
0.8649000 0.95937 0.02569
0.8686000 0.94347 0.01836
0.8723000 0.95113 0.01473
0.8761000 0.96752 0.03279
0.8798000 0.93660 0.02207
0.8835000 0.97723 0.03711
0.8873000 1.00020 0.02908
0.8914000 0.93562 0.02105
0.8952000 0.98646 0.01303
