Asteroid designations ( Number, Name, Temporary designation): 190208, -,  K06A00Q
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 09 - 03 - 03:15
Observation was made by : O. Vaduvescu; M. Popescu E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 190208vshd217577.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4410000 0.81582 0.01973
0.4426000 0.82546 0.01891
0.4442000 0.79760 0.01808
0.4458000 0.85565 0.01726
0.4475000 0.83277 0.01644
0.4491000 0.83130 0.01581
0.4507000 0.86685 0.01481
0.4523000 0.84426 0.01622
0.4539000 0.85215 0.01673
0.4556000 0.87747 0.01645
0.4572000 0.83354 0.01536
0.4588000 0.88205 0.01615
0.4604000 0.85653 0.01453
0.4621000 0.89013 0.01494
0.4637000 0.86091 0.01466
0.4653000 0.86793 0.01485
0.4669000 0.87221 0.01540
0.4685000 0.85049 0.01466
0.4702000 0.86033 0.01462
0.4718000 0.85244 0.01404
0.4734000 0.86023 0.01374
0.4750000 0.85799 0.01386
0.4767000 0.88371 0.01324
0.4783000 0.85984 0.01317
0.4799000 0.87815 0.01346
0.4815000 0.90718 0.01278
0.4832000 0.86637 0.01361
0.4848000 0.83929 0.01344
0.4864000 0.90552 0.01539
0.4880000 0.83501 0.01341
0.4897000 0.91818 0.01245
0.4913000 0.88078 0.01244
0.4929000 0.90367 0.01259
0.4945000 0.92627 0.01291
0.4962000 0.90406 0.01235
0.4978000 0.88380 0.01255
0.4994000 0.86345 0.01257
0.5010000 0.89909 0.01322
0.5027000 0.90094 0.01256
0.5043000 0.93601 0.01274
0.5059000 0.90182 0.01194
0.5075000 0.96221 0.01208
0.5092000 0.91176 0.01217
0.5108000 0.90552 0.01195
0.5124000 0.92900 0.01145
0.5141000 0.88439 0.01225
0.5157000 0.88478 0.01213
0.5173000 0.94526 0.01344
0.5189000 0.94575 0.01256
0.5206000 0.95042 0.01226
0.5222000 0.88341 0.01196
0.5238000 0.94409 0.01166
0.5254000 0.88468 0.01176
0.5271000 0.97107 0.01263
0.5287000 0.97234 0.01123
0.5303000 0.96406 0.01132
0.5320000 0.91994 0.01126
0.5336000 0.94029 0.01161
0.5352000 0.94585 0.01200
0.5368000 0.95802 0.01154
0.5385000 0.93640 0.01123
0.5401000 0.95617 0.01172
0.5417000 0.93085 0.01125
0.5434000 0.96912 0.01106
0.5450000 0.96406 0.01146
0.5466000 0.92578 0.01174
0.5482000 0.99406 0.01123
0.5499000 1.00000 0.01140
0.5515000 0.94594 0.01124
0.5531000 1.00653 0.01142
0.5548000 0.97662 0.01135
0.5564000 0.96542 0.02034
0.5580000 0.91984 0.02146
0.5596000 1.00380 0.01132
0.5613000 0.97448 0.01141
0.5629000 0.95500 0.01197
0.5645000 0.98140 0.01173
0.5662000 0.99552 0.01155
0.5678000 0.97263 0.01180
0.5694000 0.94974 0.01165
0.5711000 1.01120 0.01167
0.5727000 0.98724 0.01157
0.5743000 1.01977 0.01117
0.5760000 0.98938 0.01144
0.5776000 0.97244 0.01117
0.5792000 1.01442 0.01170
0.5809000 1.02990 0.01141
0.5825000 1.01471 0.01143
0.5841000 0.98169 0.01216
0.5857000 0.99435 0.01276
0.5874000 0.97097 0.01529
0.5890000 1.00925 0.02665
0.5906000 1.02435 0.01378
0.5923000 0.97935 0.01258
0.5939000 1.00779 0.01216
0.5955000 0.99231 0.01183
0.5972000 0.99932 0.01201
0.5988000 1.01393 0.01164
0.6004000 0.96455 0.01127
0.6021000 0.98588 0.01135
0.6037000 1.00633 0.01076
0.6053000 1.01938 0.01161
0.6070000 0.98890 0.01174
0.6086000 0.99416 0.01174
0.6102000 1.00692 0.01182
0.6119000 1.00643 0.01146
0.6135000 0.99883 0.01225
0.6151000 0.98296 0.01195
0.6168000 1.01344 0.01180
0.6184000 1.01919 0.01160
0.6201000 1.00341 0.01187
0.6217000 1.00925 0.01217
0.6233000 0.98286 0.01275
0.6250000 0.98851 0.01276
0.6266000 1.02649 0.01261
0.6282000 0.98997 0.01422
0.6299000 1.02221 0.01695
0.6315000 1.02191 0.01294
0.6331000 0.99133 0.01240
0.6348000 0.96601 0.01297
0.6364000 1.01003 0.01311
0.6380000 1.00857 0.01212
0.6397000 1.00243 0.01192
0.6423000 0.98841 0.01233
0.6450000 0.98880 0.01252
0.6466000 0.96357 0.01341
0.6483000 0.99094 0.01179
0.6499000 1.02601 0.01290
0.6515000 0.97945 0.01261
0.6532000 0.99377 0.01328
0.6548000 0.94205 0.01413
0.6565000 1.07256 0.01465
0.6581000 0.97838 0.01278
0.6597000 0.99192 0.01195
0.6614000 0.99123 0.01183
0.6630000 1.02250 0.01242
0.6646000 1.00808 0.01211
0.6663000 1.01062 0.01187
0.6679000 0.98997 0.01204
0.6696000 1.01909 0.01186
0.6712000 1.02435 0.01256
0.6728000 1.01334 0.01252
0.6745000 1.00545 0.01264
0.6761000 1.03682 0.01206
0.6778000 1.03136 0.01179
0.6794000 1.02562 0.01243
0.6816000 1.01140 0.01348
0.6835000 0.98354 0.01360
0.6851000 0.95880 0.01499
0.6868000 1.00799 0.01632
0.6884000 1.01675 0.01410
0.6900000 0.99455 0.01419
0.6917000 0.99328 0.01492
0.6933000 0.98403 0.01378
0.6950000 1.00925 0.01431
0.6966000 1.02133 0.01455
0.6983000 1.00847 0.01336
0.6999000 0.97224 0.01383
0.7015000 1.01627 0.01343
0.7032000 1.03467 0.01369
0.7048000 1.02971 0.01353
0.7065000 1.00185 0.01399
0.7081000 1.03302 0.01370
0.7097000 1.00721 0.01404
0.7114000 1.01305 0.01358
0.7130000 1.03331 0.01431
0.7147000 0.98783 0.01463
0.7163000 1.00964 0.01491
0.7179000 1.02717 0.01642
0.7196000 1.05065 0.01575
0.7212000 1.03165 0.01489
0.7229000 1.02786 0.01868
0.7245000 0.96610 0.02002
0.7262000 1.00068 0.01833
0.7278000 0.98948 0.02114
0.7294000 1.01295 0.01695
0.7311000 0.96240 0.02034
0.7327000 0.98997 0.01885
0.7344000 0.98383 0.01843
0.7360000 1.00555 0.01987
0.7377000 0.99231 0.01687
0.7393000 0.96416 0.01734
0.7409000 1.00468 0.01568
0.7426000 0.99825 0.01644
0.7442000 0.98724 0.01544
0.7459000 0.98588 0.01621
0.7475000 0.99903 0.01762
0.7492000 1.06321 0.01521
0.7508000 0.97955 0.01727
0.7525000 0.99162 0.01981
0.7541000 1.03107 0.01720
0.7557000 1.00906 0.01828
0.7574000 0.93338 0.01817
0.7590000 0.91234 0.02778
0.7615000 0.93484 0.02894
0.7631000 1.07889 0.02699
0.7648000 1.05922 0.02195
0.7664000 1.05289 0.01963
0.7681000 1.00429 0.01856
0.7697000 1.01578 0.02128
0.7714000 0.99396 0.02688
0.7730000 1.00234 0.02037
0.7747000 0.97838 0.02798
0.7763000 0.98685 0.02081
0.7780000 0.96659 0.02314
0.7796000 1.02717 0.02260
0.7813000 0.98666 0.02656
0.7829000 0.98490 0.02306
0.7845000 0.99688 0.02857
0.7862000 1.00195 0.02645
0.7878000 1.01023 0.02465
0.7895000 0.96318 0.02398
0.7911000 1.02971 0.03321
0.7928000 0.97322 0.02348
0.7944000 1.08600 0.02348
0.7961000 1.01169 0.02701
0.7977000 1.01354 0.02599
0.7994000 1.03146 0.02718
0.8010000 1.04763 0.02622
0.8027000 1.00925 0.02679
0.8043000 1.03127 0.02455
0.8060000 1.01354 0.02482
0.8076000 0.96747 0.02269
0.8093000 1.02104 0.02411
0.8109000 1.04295 0.02244
0.8126000 0.99240 0.02336
0.8142000 1.05678 0.02430
0.8159000 1.04743 0.02361
