Asteroid designations ( Number, Name, Temporary designation): 249595, -,  J97G28H
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 02 - 12 - 01:10
Observation was made by : O. Vaduvescu; M. Popescu E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: INT/IDS instrument; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 249595vshd89084.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4509000 0.92154 0.00636
0.4528000 0.94670 0.00665
0.4546000 0.93085 0.00693
0.4565000 0.91470 0.00721
0.4583000 0.93610 0.00749
0.4601000 0.91896 0.00778
0.4620000 0.93689 0.00806
0.4638000 0.93996 0.00834
0.4657000 0.93868 0.00862
0.4675000 0.94868 0.00891
0.4694000 0.92263 0.00919
0.4712000 0.92857 0.00947
0.4731000 0.94512 0.00975
0.4749000 0.95393 0.01004
0.4768000 0.94413 0.00973
0.4786000 0.94581 0.00939
0.4805000 0.93372 0.00958
0.4823000 0.92164 0.00964
0.4842000 0.93620 0.00969
0.4860000 0.93234 0.01047
0.4879000 0.93224 0.00974
0.4897000 0.94571 0.00932
0.4916000 0.97890 0.00929
0.4961000 0.96216 0.03723
0.4988000 0.95591 0.00866
0.5006000 0.94918 0.01342
0.5025000 0.94987 0.01817
0.5043000 0.96334 0.00842
0.5062000 0.93739 0.00817
0.5080000 0.95839 0.00827
0.5099000 0.95502 0.00837
0.5117000 0.95829 0.00814
0.5136000 0.96988 0.00833
0.5154000 0.96285 0.00826
0.5173000 0.93987 0.00877
0.5191000 0.96939 0.00843
0.5210000 0.97464 0.00816
0.5228000 0.96632 0.00814
0.5247000 0.97127 0.00767
0.5265000 0.96661 0.00791
0.5284000 0.96424 0.00789
0.5302000 0.98772 0.00743
0.5321000 0.97860 0.00763
0.5339000 0.98128 0.00753
0.5358000 0.97186 0.00746
0.5377000 0.96998 0.00774
0.5395000 0.97920 0.00736
0.5414000 0.97276 0.00750
0.5432000 0.96800 0.00744
0.5451000 0.98395 0.00708
0.5469000 0.97216 0.00708
0.5488000 0.98365 0.00703
0.5506000 1.00000 0.00706
0.5525000 0.98890 0.00700
0.5543000 0.99089 0.00694
0.5562000 0.98464 0.00693
0.5581000 0.98682 0.01143
0.5601000 1.01308 0.00727
0.5620000 0.98336 0.00695
0.5638000 0.97622 0.00659
0.5657000 0.98999 0.03252
0.5675000 0.96245 0.00678
0.5694000 0.99207 0.00672
0.5713000 0.96384 0.00677
0.5731000 0.97761 0.00646
0.5750000 0.97503 0.00675
0.5768000 0.98207 0.00649
0.5787000 0.97949 0.00656
0.5805000 0.98217 0.00654
0.5824000 0.97959 0.00648
0.5843000 0.97464 0.00641
0.5861000 0.98682 0.00651
0.5880000 0.97771 0.00661
0.5898000 0.99733 0.00953
0.5917000 0.98375 0.03151
0.5935000 0.98217 0.01875
0.5954000 0.99059 0.00653
0.5973000 0.98118 0.00654
0.5991000 0.97890 0.00655
0.6010000 0.99723 0.00641
0.6028000 0.98742 0.00663
0.6047000 0.98415 0.00648
0.6066000 0.98890 0.00634
0.6084000 0.98157 0.00646
0.6103000 0.98425 0.00651
0.6121000 0.98712 0.00654
0.6140000 0.99742 0.00668
0.6159000 0.98058 0.00651
0.6177000 1.00416 0.00658
0.6196000 0.98336 0.00634
0.6214000 0.99346 0.00652
0.6233000 0.96493 0.00695
0.6252000 0.97850 0.00678
0.6270000 0.97949 0.00670
0.6289000 0.99188 0.00657
0.6308000 0.98494 0.00775
0.6326000 0.97751 0.00676
0.6345000 0.98455 0.00663
0.6363000 0.98425 0.00727
0.6382000 0.98514 0.00648
0.6401000 0.98316 0.00654
0.6419000 0.97910 0.00660
0.6438000 0.96671 0.00663
0.6460000 0.97721 0.00669
0.6479000 0.97503 0.00675
0.6498000 0.97167 0.00680
0.6517000 1.00099 0.00647
0.6535000 0.98177 0.00648
0.6554000 0.99782 0.00684
0.6573000 0.96592 0.00767
0.6591000 0.99455 0.00672
0.6610000 0.97979 0.00671
0.6629000 0.96146 0.00655
0.6647000 0.99257 0.00657
0.6666000 0.98484 0.00659
0.6685000 0.98237 0.00648
0.6703000 0.97890 0.00673
0.6722000 0.97642 0.00671
0.6741000 0.98048 0.00666
0.6759000 0.97840 0.00662
0.6778000 0.97741 0.00672
0.6796000 0.99832 0.00667
0.6815000 0.97375 0.00645
0.6837000 1.00426 0.00696
0.6857000 0.97652 0.00681
0.6875000 0.95879 0.00785
0.6894000 0.97286 0.00712
0.6920000 0.97097 0.00693
0.6940000 0.96384 0.00687
0.6958000 0.95958 0.00681
0.6977000 0.96622 0.00679
0.6996000 0.96978 0.00653
0.7014000 0.95413 0.00686
0.7033000 0.95146 0.00657
0.7052000 0.97236 0.00659
0.7070000 0.96552 0.00667
0.7089000 0.94611 0.00675
0.7108000 0.96939 0.00663
0.7127000 0.94175 0.00679
0.7145000 0.94502 0.00670
0.7164000 0.95255 0.00661
0.7183000 0.95720 0.00680
0.7201000 0.96037 0.00691
0.7220000 0.95859 0.00669
0.7239000 0.94363 0.00756
0.7257000 0.95076 0.00768
0.7276000 0.95373 0.00768
0.7295000 0.95641 0.00739
0.7314000 0.96988 0.00756
0.7332000 0.96939 0.00720
0.7351000 0.95730 0.00756
0.7370000 0.94957 0.03092
0.7388000 0.94165 0.01934
0.7407000 0.97157 0.00775
0.7426000 0.94720 0.00715
0.7445000 0.94512 0.00726
0.7463000 0.93412 0.00716
0.7482000 0.94601 0.00742
0.7501000 0.94422 0.00813
0.7520000 0.93650 0.00885
0.7539000 0.95631 0.00956
0.7559000 0.92946 0.01028
0.7578000 0.93372 0.01100
0.7597000 0.93115 0.01171
0.7617000 0.94185 0.01421
0.7636000 0.91916 0.01388
0.7655000 0.95056 0.01354
0.7674000 0.94739 0.01320
0.7692000 0.94026 0.01286
0.7711000 0.93907 0.01253
0.7730000 0.94105 0.01219
0.7749000 0.91817 0.01185
0.7767000 0.94987 0.01151
0.7786000 0.94720 0.01118
0.7805000 0.93471 0.01084
0.7824000 0.95235 0.01050
0.7842000 0.93551 0.01017
0.7861000 0.93075 0.00983
0.7880000 0.93709 0.00963
0.7902000 0.93412 0.00943
0.7926000 0.89915 0.01028
0.7945000 0.93382 0.00914
0.7963000 0.93996 0.00965
0.7982000 0.94957 0.00905
0.8001000 0.95522 0.00976
0.8020000 0.92520 0.01147
0.8039000 0.96057 0.01032
0.8057000 0.93461 0.00917
0.8076000 0.91639 0.00926
0.8095000 0.96364 0.00933
0.8114000 0.91123 0.00940
0.8132000 0.93323 0.00898
0.8151000 0.91054 0.00947
0.8170000 0.94502 0.00928
0.8189000 0.92055 0.00977
0.8208000 0.91272 0.00994
0.8226000 0.93313 0.01010
0.8245000 0.94987 0.00948
0.8264000 0.93105 0.00946
0.8283000 0.94809 0.01115
0.8302000 0.93491 0.01165
0.8320000 0.91639 0.01154
0.8339000 0.94541 0.01143
0.8358000 0.92283 0.01228
0.8377000 0.93016 0.01049
0.8396000 0.95165 0.01171
0.8414000 0.95156 0.01100
0.8433000 0.92788 0.01230
0.8452000 0.93095 0.01119
0.8471000 0.91926 0.01173
0.8490000 0.93432 0.01038
0.8509000 0.93402 0.01155
0.8527000 0.90856 0.00986
0.8546000 0.90162 0.01254
0.8565000 0.94422 0.00989
0.8584000 0.94224 0.01010
0.8603000 0.92382 0.01068
0.8622000 0.92996 0.01358
0.8640000 0.94848 0.01431
0.8659000 0.96830 0.01693
0.8680000 0.91401 0.01403
0.8699000 0.94809 0.01145
0.8718000 0.94244 0.01077
0.8737000 0.95918 0.01143
0.8755000 0.89786 0.01210
0.8774000 0.93481 0.01608
0.8793000 0.92936 0.01204
0.8812000 0.91807 0.01121
0.8831000 0.92877 0.01637
0.8850000 0.94789 0.01244
0.8869000 0.94789 0.01264
0.8887000 0.93471 0.01440
0.8906000 0.94066 0.01285
0.8925000 0.89707 0.01485
0.8944000 0.89003 0.01264
0.8963000 0.93610 0.01434
0.8982000 0.90252 0.01198
0.9003000 0.94512 0.01424
0.9022000 0.88032 0.01140
0.9040000 0.91510 0.01178
0.9059000 0.89271 0.01273
0.9078000 0.92114 0.01204
0.9099000 0.92699 0.01325
0.9118000 0.89786 0.01232
0.9137000 0.92015 0.01232
0.9156000 0.90103 0.01323
0.9175000 0.90569 0.01290
