Asteroid designations ( Number, Name, Temporary designation): 285944, -,  K01R11Z
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 08 - 21 - 00:50
Observation was made by : O. Vaduvescu; M. Popescu E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 285944vshd239928.txt
Wavelength[um]	Reflectance	sigma(optional)
0.3504000 0.39319 0.02538
0.3508000 0.40809 0.02523
0.3512000 0.41756 0.02415
0.3516000 0.35323 0.02382
0.3520000 0.36231 0.02527
0.3524000 0.36971 0.02416
0.3528000 0.39546 0.02187
0.3532000 0.42131 0.02434
0.3536000 0.43108 0.02345
0.3540000 0.41460 0.02351
0.3544000 0.41145 0.02058
0.3548000 0.37158 0.02112
0.3552000 0.42388 0.02165
0.3556000 0.46660 0.02344
0.3561000 0.42121 0.02302
0.3565000 0.41066 0.02424
0.3569000 0.36991 0.02460
0.3573000 0.37602 0.02532
0.3577000 0.38214 0.02384
0.3581000 0.38688 0.02411
0.3585000 0.39151 0.02439
0.3589000 0.40187 0.02466
0.3593000 0.41223 0.02287
0.3597000 0.42259 0.01954
0.3601000 0.41835 0.02030
0.3605000 0.41411 0.02312
0.3609000 0.40987 0.02357
0.3613000 0.42309 0.02273
0.3617000 0.44381 0.02189
0.3621000 0.48012 0.02106
0.3625000 0.45861 0.02022
0.3629000 0.50301 0.02118
0.3633000 0.46147 0.01866
0.3638000 0.44746 0.02035
0.3642000 0.42329 0.01919
0.3646000 0.49788 0.01847
0.3650000 0.41894 0.01792
0.3654000 0.48594 0.01809
0.3658000 0.49018 0.01465
0.3662000 0.45969 0.01495
0.3666000 0.50350 0.01513
0.3670000 0.47351 0.01627
0.3674000 0.46818 0.01564
0.3678000 0.46285 0.01596
0.3682000 0.53162 0.01602
0.3686000 0.51485 0.01674
0.3690000 0.48041 0.01415
0.3694000 0.48446 0.01433
0.3698000 0.47242 0.01274
0.3702000 0.43897 0.01375
0.3706000 0.46946 0.01333
0.3710000 0.48446 0.01343
0.3715000 0.46354 0.01322
