Asteroid designations ( Number, Name, Temporary designation): 143992, -,  K04A00F
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 02 - 06 - 21:18
Observation was made by : M. Popescu, F. Lopez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 143992vshyade64.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4511000 0.82163 0.03041
0.4529000 0.84676 0.03286
0.4545000 0.84646 0.02858
0.4561000 0.83967 0.02724
0.4578000 0.87332 0.02867
0.4594000 0.89176 0.02923
0.4610000 0.85011 0.02831
0.4626000 0.81545 0.02732
0.4644000 0.86176 0.02839
0.4663000 0.82771 0.02769
0.4679000 0.91456 0.02788
0.4696000 0.86804 0.02736
0.4712000 0.87970 0.02684
0.4728000 0.83572 0.02556
0.4745000 0.91497 0.02535
0.4761000 0.90169 0.02566
0.4777000 0.88781 0.02397
0.4793000 0.87159 0.02432
0.4810000 0.96493 0.02445
0.4826000 0.91578 0.02427
0.4842000 0.91254 0.02480
0.4859000 0.87859 0.02762
0.4875000 0.91923 0.02632
0.4891000 0.89794 0.02503
0.4907000 0.89906 0.02374
0.4924000 0.97588 0.02617
0.4940000 0.91385 0.02348
0.4956000 0.92662 0.02367
0.4973000 0.98530 0.02360
0.4989000 0.95966 0.02492
0.5005000 0.94264 0.02404
0.5021000 1.01216 0.02469
0.5038000 0.92348 0.02384
0.5054000 1.00446 0.02223
0.5070000 0.93929 0.02319
0.5087000 0.97740 0.02260
0.5103000 0.98368 0.02253
0.5119000 0.97963 0.02224
0.5136000 0.93341 0.02290
0.5152000 0.92926 0.02266
0.5168000 0.96433 0.02346
0.5185000 1.02463 0.02424
0.5201000 1.01348 0.02562
0.5217000 0.93645 0.02256
0.5234000 1.07631 0.02187
0.5250000 0.99584 0.02072
0.5266000 0.96017 0.02323
0.5282000 1.04176 0.02253
0.5299000 0.98713 0.02155
0.5315000 0.94618 0.02057
0.5331000 1.04246 0.02198
0.5348000 0.98520 0.02098
0.5364000 1.03476 0.02050
0.5380000 1.00669 0.02098
0.5397000 1.05868 0.02187
0.5413000 1.02341 0.02151
0.5429000 0.99351 0.02104
0.5446000 1.00689 0.02082
0.5462000 1.04226 0.02030
0.5478000 1.00679 0.02094
0.5495000 1.00000 0.02059
0.5511000 1.03517 0.02115
0.5527000 0.97639 0.02029
0.5544000 1.02595 0.02056
0.5560000 1.04723 0.02039
0.5576000 0.92328 0.02227
0.5597000 1.05219 0.02416
0.5613000 1.02665 0.02060
0.5630000 1.03638 0.02076
0.5646000 1.04996 0.02007
0.5662000 1.02848 0.02012
0.5679000 0.99838 0.01971
0.5695000 1.03699 0.02069
0.5711000 1.07287 0.02161
0.5728000 1.03882 0.02049
0.5744000 1.02422 0.01956
0.5760000 1.03699 0.02071
0.5777000 1.04591 0.02025
0.5793000 1.07439 0.01953
0.5809000 1.09304 0.01998
0.5826000 1.03051 0.01977
0.5842000 1.06000 0.01981
0.5858000 1.04946 0.02050
0.5875000 1.07125 0.02234
0.5891000 1.03010 0.03112
0.5907000 1.12567 0.02497
0.5924000 1.10277 0.02164
0.5940000 1.05199 0.02130
0.5957000 1.10023 0.02096
0.5973000 1.11817 0.02107
0.5989000 1.12263 0.02110
0.6006000 1.07642 0.02151
0.6022000 1.05544 0.02091
0.6038000 1.15374 0.01858
0.6055000 1.13023 0.01864
0.6071000 1.13763 0.02012
0.6087000 1.11797 0.02046
0.6104000 1.12770 0.02057
0.6120000 1.06719 0.02108
0.6137000 1.12841 0.02236
0.6153000 1.06750 0.02152
0.6169000 1.13814 0.02256
0.6186000 1.14827 0.02019
0.6202000 1.13185 0.02047
0.6218000 1.13570 0.02193
0.6235000 1.13834 0.02354
0.6251000 1.18993 0.02409
0.6268000 1.16337 0.02411
0.6284000 1.13287 0.02274
0.6300000 1.14949 0.02903
0.6317000 1.09770 0.03532
0.6333000 1.18587 0.02345
0.6350000 1.20462 0.02329
0.6366000 1.12162 0.04435
0.6386000 1.17716 0.02392
0.6407000 1.22611 0.02126
0.6423000 1.18101 0.02202
0.6440000 1.21141 0.02080
0.6456000 1.13692 0.02317
0.6472000 1.17016 0.02250
0.6489000 1.15283 0.02351
0.6505000 1.20391 0.02381
0.6522000 1.21486 0.02271
0.6538000 1.16692 0.02471
0.6554000 1.18334 0.02736
0.6571000 1.19357 0.02686
0.6587000 1.18770 0.02376
0.6604000 1.23736 0.02363
0.6620000 1.14929 0.02287
0.6637000 1.17918 0.02367
0.6653000 1.12973 0.02153
0.6669000 1.17239 0.02301
0.6686000 1.20594 0.02207
0.6702000 1.21547 0.02431
0.6719000 1.17776 0.02251
0.6735000 1.26624 0.02273
0.6751000 1.22114 0.02231
0.6768000 1.24151 0.02233
0.6784000 1.22925 0.02270
0.6801000 1.23330 0.02123
0.6817000 1.21871 0.02334
0.6833000 1.16550 0.02950
0.6850000 1.23097 0.02425
0.6866000 1.23908 0.03156
0.6883000 1.29523 0.02650
0.6899000 1.24790 0.02549
0.6916000 1.26239 0.02798
0.6932000 1.21810 0.02722
0.6948000 1.26107 0.02692
0.6965000 1.26148 0.02546
0.6981000 1.25459 0.02671
0.6998000 1.29837 0.02519
0.7014000 1.19611 0.02705
0.7031000 1.27364 0.02554
0.7047000 1.26046 0.02673
0.7063000 1.29685 0.02506
0.7080000 1.31134 0.02453
0.7096000 1.33941 0.02547
0.7113000 1.30577 0.02560
0.7129000 1.31529 0.02645
0.7146000 1.24313 0.02501
0.7162000 1.28296 0.02663
0.7178000 1.18020 0.02640
0.7195000 1.26786 0.02718
0.7211000 1.31296 0.02434
0.7228000 1.32279 0.02751
0.7244000 1.27334 0.04140
0.7261000 1.30445 0.03087
0.7277000 1.27364 0.03900
0.7294000 1.31063 0.03349
0.7310000 1.33202 0.03516
0.7326000 1.29908 0.03439
0.7343000 1.33141 0.03812
0.7359000 1.37022 0.03371
0.7376000 1.30425 0.03343
0.7392000 1.29969 0.03145
0.7409000 1.32006 0.03322
0.7425000 1.28084 0.02794
0.7442000 1.31418 0.03280
0.7458000 1.27526 0.02794
0.7475000 1.26847 0.03590
0.7491000 1.35066 0.03154
0.7508000 1.36587 0.02955
0.7524000 1.33333 0.03864
0.7540000 1.30070 0.03112
0.7557000 1.40063 0.03052
0.7573000 1.32593 0.03530
0.7590000 1.27506 0.04586
0.7606000 1.27080 0.06672
0.7626000 1.33962 0.05126
0.7643000 1.29016 0.03743
0.7660000 1.22003 0.03629
0.7676000 1.26067 0.03194
0.7693000 1.23989 0.03438
0.7709000 1.36881 0.04369
0.7726000 1.28327 0.04689
0.7742000 1.30303 0.03992
0.7759000 1.30840 0.05022
0.7775000 1.29077 0.05114
0.7793000 1.42292 0.04746
0.7812000 1.35512 0.04567
0.7829000 1.22803 0.04859
0.7845000 1.34803 0.04459
0.7862000 1.20918 0.05987
0.7878000 1.33161 0.04856
0.7895000 1.36587 0.04605
0.7911000 1.14533 0.05658
0.7928000 1.28175 0.05682
