Asteroid designations ( Number, Name, Temporary designation): -, -, K10L15E
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 07 - 28 - 04:50
Observation was made by : O. Vaduvescu; E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: INT/IDS; If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 2010le15vshd9761.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4009000 0.77485 0.01300
0.4025000 0.76874 0.01301
0.4042000 0.74499 0.01224
0.4058000 0.79910 0.01255
0.4074000 0.81643 0.01229
0.4090000 0.74780 0.01100
0.4107000 0.77615 0.01103
0.4123000 0.79649 0.01014
0.4139000 0.75701 0.00970
0.4155000 0.78848 0.00905
0.4172000 0.78928 0.01000
0.4188000 0.80381 0.00949
0.4204000 0.79960 0.00873
0.4220000 0.80080 0.00923
0.4237000 0.80331 0.00856
0.4253000 0.79409 0.00891
0.4269000 0.79479 0.00873
0.4285000 0.74990 0.00849
0.4302000 0.78597 0.01022
0.4318000 0.81563 0.00794
0.4334000 0.79058 0.00735
0.4350000 0.81172 0.00679
0.4367000 0.80060 0.00650
0.4383000 0.82605 0.00773
0.4399000 0.80982 0.00659
0.4416000 0.83076 0.00601
0.4432000 0.83106 0.00617
0.4448000 0.84198 0.00568
0.4464000 0.86293 0.00575
0.4481000 0.81794 0.00572
0.4497000 0.85030 0.00512
0.4513000 0.85240 0.00509
0.4529000 0.85802 0.00510
0.4546000 0.85631 0.00535
0.4562000 0.84649 0.00473
0.4578000 0.85301 0.00488
0.4595000 0.86002 0.00486
0.4611000 0.87886 0.00457
0.4627000 0.86633 0.00457
0.4643000 0.86954 0.00458
0.4660000 0.86443 0.00448
0.4676000 0.88176 0.00452
0.4692000 0.86543 0.00444
0.4709000 0.89038 0.00446
0.4725000 0.87675 0.00418
0.4741000 0.88477 0.00412
0.4757000 0.88657 0.00425
0.4774000 0.90000 0.00414
0.4790000 0.89299 0.00404
0.4806000 0.88597 0.00400
0.4823000 0.90080 0.00389
0.4839000 0.90000 0.00400
0.4855000 0.90190 0.00475
0.4872000 0.93267 0.00411
0.4888000 0.91683 0.00407
0.4904000 0.90251 0.00392
0.4920000 0.91653 0.00387
0.4937000 0.91944 0.00368
0.4953000 0.91323 0.00360
0.4969000 0.90010 0.00356
0.4986000 0.93116 0.00382
0.5002000 0.92966 0.00380
0.5018000 0.94128 0.00383
0.5035000 0.91533 0.00355
0.5051000 0.93998 0.00351
0.5067000 0.95511 0.00362
0.5084000 0.94259 0.00343
0.5100000 0.95070 0.00351
0.5116000 0.94679 0.00351
0.5133000 0.95671 0.00354
0.5149000 0.94379 0.00350
0.5165000 0.94810 0.00390
0.5182000 0.97475 0.00380
0.5198000 0.96934 0.00365
0.5214000 0.95601 0.00339
0.5231000 0.99078 0.00342
0.5247000 0.96794 0.01946
0.5263000 0.96072 0.00359
0.5279000 0.98547 0.00340
0.5296000 0.98918 0.00316
0.5312000 0.97255 0.00306
0.5328000 0.99419 0.00329
0.5345000 0.98527 0.00295
0.5361000 0.99028 0.00317
0.5378000 1.00441 0.00338
0.5394000 0.98687 0.00322
0.5410000 1.00561 0.00318
0.5427000 0.99830 0.00321
0.5443000 0.99649 0.00313
0.5459000 0.99509 0.00311
0.5476000 0.99990 0.00322
0.5492000 0.99659 0.00312
0.5508000 1.00000 0.00311
0.5525000 1.00842 0.00319
0.5541000 1.00481 0.00311
0.5557000 0.99820 0.00333
0.5574000 1.01603 0.00430
0.5590000 1.02505 0.00329
0.5606000 1.01764 0.00321
0.5623000 1.01593 0.00313
0.5639000 1.04980 0.00311
0.5655000 1.03868 0.00325
0.5672000 1.03778 0.00322
0.5688000 1.04289 0.00319
0.5705000 1.05170 0.00320
0.5721000 1.04028 0.00316
0.5737000 1.02585 0.00305
0.5754000 1.03567 0.00316
0.5770000 1.04078 0.00304
0.5786000 1.05060 0.00316
0.5803000 1.04780 0.00307
0.5819000 1.05872 0.00317
0.5835000 1.05020 0.00300
0.5852000 1.03878 0.00303
0.5868000 1.04559 0.00317
0.5885000 1.05611 0.00439
0.5901000 1.05471 0.00372
0.5917000 1.04429 0.00316
0.5934000 1.05671 0.00317
0.5950000 1.05962 0.00312
0.5966000 1.04679 0.00299
0.5983000 1.04539 0.00309
0.5999000 1.05040 0.00316
0.6016000 1.06303 0.00316
0.6032000 1.06984 0.00302
0.6048000 1.06052 0.00306
0.6065000 1.06072 0.00321
0.6081000 1.04128 0.00297
0.6098000 1.05471 0.00321
0.6114000 1.06263 0.00339
0.6130000 1.07285 0.00357
0.6147000 1.07525 0.00321
0.6163000 1.07565 0.00329
0.6179000 1.07435 0.00314
0.6196000 1.07756 0.00299
0.6212000 1.05070 0.00315
0.6229000 1.08096 0.00342
