Asteroid designations ( Number, Name, Temporary designation): 7986, Romania,  1981 EG15, J81E15G, 1987 DK1, J87D01K, 1995 YR12, J95Y12R
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 05 - 24 - 00:25
Observation was made by : M. Popescu, R. Errmann E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: romaniavshd125297.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4047000 0.73754 0.02471
0.4122000 0.68381 0.02443
0.4195000 0.69802 0.02416
0.4263000 0.70512 0.02389
0.4328000 0.70512 0.02362
0.4393000 0.75355 0.01955
0.4458000 0.74885 0.01781
0.4523000 0.80458 0.02496
0.4588000 0.77817 0.01515
0.4653000 0.79288 0.01415
0.4718000 0.81429 0.01342
0.4783000 0.88073 0.01312
0.4848000 0.87042 0.01358
0.4913000 0.83750 0.01263
0.4978000 0.87933 0.08112
0.5043000 0.89824 0.05798
0.5108000 0.88943 0.03485
0.5173000 0.91585 0.01172
0.5239000 0.92115 0.01165
0.5304000 0.97108 0.01124
0.5369000 0.95027 0.01104
0.5434000 0.98889 0.09708
0.5500000 1.00000 0.01091
0.5565000 0.96438 0.02467
0.5630000 1.01761 0.05757
0.5701000 0.99890 0.01114
0.5769000 1.02502 0.01100
0.5834000 1.04343 0.01095
0.5900000 1.06994 0.07611
0.5967000 1.07494 0.01128
0.6035000 1.09866 0.01099
0.6100000 1.08315 0.01112
0.6166000 1.11827 0.01126
0.6231000 1.11617 0.01213
0.6297000 1.14148 0.01283
0.6362000 1.12477 0.01209
0.6428000 1.14189 0.01135
0.6493000 1.13248 0.01256
0.6559000 1.17501 0.01355
0.6624000 1.18231 0.01170
0.6690000 1.17020 0.01127
0.6756000 1.16820 0.01139
0.6821000 1.17170 0.01300
0.6887000 1.18511 0.01587
0.6953000 1.19972 0.01385
0.7023000 1.22634 0.01302
0.7097000 1.21243 0.01311
0.7162000 1.21853 0.01399
0.7228000 1.22514 0.01803
0.7294000 1.25315 0.01845
0.7360000 1.27126 0.01887
0.7426000 1.25635 0.01652
0.7492000 1.21293 0.01807
0.7558000 1.23684 0.01808
0.7628000 1.20843 0.03497
0.7701000 1.28597 0.02300
0.7773000 1.23674 0.02588
0.7842000 1.28547 0.02880
0.7908000 1.22453 0.02845
0.7974000 1.22864 0.02736
0.8040000 1.23764 0.02628
0.8106000 1.24335 0.04524
0.8172000 1.22634 0.06420
0.8238000 1.24084 0.08316
0.8305000 1.17671 0.10212
0.8375000 1.12327 0.12108
0.8446000 1.18061 0.14004
0.8517000 1.19462 0.15900
0.8586000 1.22363 0.17796
0.8655000 1.11177 0.19692
0.8727000 1.12718 0.14671
0.8797000 1.12147 0.09650
0.8872000 1.12307 0.04630
0.8958000 1.16740 -0.00391
