Asteroid designations ( Number, Name, Temporary designation): -, -, 
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 07 - 18 - 00:15
Observation was made by : O. Vaduvescu; E-mail; ovidiu.vaduvescu@gmail.com;
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished; Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 391033vshd195422.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4208000 0.65647 0.02204
0.4224000 0.64815 0.02477
0.4241000 0.71300 0.02749
0.4257000 0.81824 0.03021
0.4273000 0.74280 0.02877
0.4289000 0.65300 0.03085
0.4306000 0.68973 0.03350
0.4322000 0.72904 0.02705
0.4338000 0.77091 0.02883
0.4354000 0.78428 0.02537
0.4371000 0.71003 0.02525
0.4387000 0.72706 0.02525
0.4403000 0.75705 0.02392
0.4420000 0.81388 0.02240
0.4436000 0.77507 0.02328
0.4452000 0.80606 0.02258
0.4468000 0.81645 0.02200
0.4485000 0.80012 0.02249
0.4501000 0.82398 0.02095
0.4517000 0.79507 0.02185
0.4533000 0.84685 0.02260
0.4550000 0.81210 0.02168
0.4566000 0.82378 0.02198
0.4582000 0.82170 0.02060
0.4599000 0.82774 0.02083
0.4615000 0.83398 0.01925
0.4631000 0.78824 0.02101
0.4647000 0.80913 0.01945
0.4664000 0.79210 0.01991
0.4680000 0.85160 0.01938
0.4696000 0.82170 0.02159
0.4713000 0.88268 0.01847
0.4729000 0.89239 0.01894
0.4745000 0.87377 0.01934
0.4762000 0.83655 0.02198
0.4778000 0.91773 0.01806
0.4794000 0.89159 0.01784
0.4810000 0.85793 0.01716
0.4827000 0.86991 0.01829
0.4843000 0.90575 0.01953
0.4859000 0.89536 0.02165
0.4876000 0.90041 0.01925
0.4892000 0.93981 0.01853
0.4908000 0.93694 0.01778
0.4925000 0.90971 0.01921
0.4941000 0.87457 0.01689
0.4957000 0.85902 0.01695
0.4973000 0.93436 0.01851
0.4990000 0.91694 0.01818
0.5006000 0.91367 0.01785
0.5022000 0.87783 0.01662
0.5039000 0.90159 0.01772
0.5055000 0.93931 0.01745
0.5071000 0.93704 0.01615
0.5088000 0.90031 0.01818
0.5104000 0.90753 0.01540
0.5120000 0.91664 0.01705
0.5137000 0.93981 0.01699
0.5153000 0.93614 0.01612
0.5169000 0.88615 0.01775
0.5186000 0.92763 0.01774
0.5202000 0.96951 0.01801
0.5218000 0.95555 0.01750
0.5235000 0.97842 0.01824
0.5251000 0.92872 0.01636
0.5267000 0.96159 0.01588
0.5284000 0.98159 0.01705
0.5300000 0.92743 0.01812
0.5316000 0.94476 0.01719
0.5333000 0.93357 0.01626
0.5349000 1.00158 0.01542
0.5365000 1.00950 0.01612
0.5382000 0.97228 0.01593
0.5398000 1.03554 0.01692
0.5414000 1.02297 0.01618
0.5431000 0.97980 0.01538
0.5447000 1.03297 0.01599
0.5463000 0.98654 0.01619
0.5480000 0.99277 0.01677
0.5496000 1.00000 0.01652
0.5512000 0.98901 0.01627
0.5529000 0.98446 0.01549
0.5545000 0.99653 0.01620
0.5562000 1.02129 0.01854
0.5578000 0.92199 0.03187
0.5594000 1.05405 0.01671
0.5611000 1.00950 0.01620
0.5627000 1.04148 0.01696
0.5643000 1.03317 0.01595
0.5660000 1.04059 0.01696
0.5676000 1.04970 0.01664
0.5692000 1.01980 0.01738
0.5709000 1.06950 0.01669
0.5725000 1.03564 0.01563
0.5742000 1.08078 0.01659
0.5758000 1.07415 0.01650
0.5774000 1.03465 0.01673
0.5791000 1.08385 0.01571
0.5807000 1.09821 0.01613
0.5823000 1.06059 0.01596
0.5840000 1.01604 0.01678
0.5856000 1.08168 0.01645
0.5877000 1.03495 0.02509
0.5897000 0.99149 0.02624
0.5913000 1.04831 0.01742
0.5930000 1.11345 0.01736
0.5946000 1.08544 0.01541
0.5963000 1.07494 0.01666
0.5979000 1.11336 0.01606
0.5995000 1.09158 0.01604
0.6012000 1.06485 0.01724
0.6028000 1.10415 0.01634
0.6045000 1.11652 0.01614
0.6061000 1.12563 0.01607
0.6077000 1.09761 0.01696
0.6094000 1.11365 0.01641
0.6110000 1.09197 0.01680
0.6127000 1.06009 0.01775
0.6143000 1.06197 0.01869
0.6159000 1.10603 0.01575
0.6176000 1.14969 0.01694
0.6192000 1.10682 0.01716
0.6209000 1.14395 0.01659
0.6225000 1.12840 0.01871
0.6241000 1.07653 0.01712
0.6258000 1.09464 0.01890
0.6274000 1.13514 0.01860
0.6291000 1.07682 0.02384
0.6307000 1.15484 0.02099
0.6323000 1.13989 0.01841
0.6340000 1.17028 0.01804
0.6356000 1.14454 0.01941
0.6373000 1.13197 0.01787
0.6389000 1.12316 0.01709
0.6405000 1.17384 0.01736
0.6422000 1.16464 0.01734
0.6438000 1.19087 0.01782
0.6455000 1.17969 0.01768
0.6471000 1.19493 0.01777
0.6488000 1.13761 0.01793
0.6504000 1.17434 0.01907
0.6520000 1.16790 0.01807
0.6537000 1.14900 0.01824
0.6553000 1.24869 0.02194
0.6570000 1.17266 0.02180
0.6586000 1.19325 0.01808
0.6603000 1.20681 0.01756
0.6619000 1.18058 0.01778
0.6635000 1.17147 0.01721
0.6652000 1.16187 0.01764
0.6668000 1.19444 0.01819
0.6685000 1.17256 0.01746
0.6701000 1.25671 0.01740
0.6718000 1.20760 0.01910
0.6734000 1.22453 0.01729
0.6751000 1.22255 0.01788
0.6767000 1.21760 0.01865
0.6783000 1.20958 0.01708
0.6800000 1.21849 0.01893
0.6816000 1.18147 0.01792
0.6833000 1.14860 0.02079
0.6849000 1.24295 0.02096
0.6866000 1.16721 0.02547
0.6882000 1.28334 0.02103
0.6899000 1.27057 0.02316
0.6915000 1.25483 0.02220
0.6931000 1.23166 0.02123
0.6948000 1.20612 0.02246
0.6964000 1.21443 0.01939
0.6981000 1.23414 0.02152
0.6997000 1.26156 0.02107
0.7014000 1.21513 0.02056
0.7030000 1.28245 0.02009
0.7047000 1.23829 0.02089
0.7063000 1.22523 0.01977
0.7080000 1.28096 0.02034
0.7096000 1.27888 0.02030
0.7113000 1.23453 0.02081
0.7129000 1.28661 0.02210
0.7146000 1.23938 0.02104
0.7162000 1.27255 0.02131
0.7178000 1.25394 0.02327
0.7195000 1.25700 0.02307
0.7211000 1.29037 0.02298
0.7228000 1.28265 0.02567
0.7244000 1.22146 0.03287
0.7261000 1.22107 0.02390
0.7277000 1.11494 0.03783
0.7297000 1.22869 0.02637
0.7323000 1.21542 0.02858
0.7339000 1.24998 0.03246
0.7356000 1.25572 0.02722
0.7372000 1.17929 0.02740
0.7389000 1.24156 0.02648
0.7405000 1.19404 0.02825
0.7422000 1.26987 0.02428
0.7438000 1.26780 0.02545
0.7455000 1.25700 0.02606
0.7471000 1.26710 0.02979
0.7488000 1.27562 0.02591
0.7504000 1.27948 0.02530
0.7521000 1.18068 0.03182
0.7537000 1.22631 0.02476
0.7554000 1.27938 0.02736
0.7570000 1.23324 0.02967
0.7587000 1.21384 0.03622
0.7620000 1.29967 0.04597
0.7636000 1.37125 0.04536
0.7656000 1.31126 0.03479
0.7673000 1.32581 0.02933
0.7690000 1.28859 0.02971
0.7706000 1.18068 0.03905
0.7723000 1.25097 0.03786
0.7739000 1.21701 0.03602
0.7756000 1.24582 0.04072
0.7772000 1.22760 0.03360
0.7789000 1.26453 0.03917
0.7805000 1.16810 0.03457
0.7822000 1.28156 0.04181
0.7838000 1.24750 0.03604
0.7855000 1.17107 0.04946
0.7871000 1.21127 0.04411
0.7888000 1.20414 0.03876
0.7905000 1.18523 0.04407
0.7921000 1.19751 0.05388
0.7938000 1.26978 0.03554
0.7954000 1.13741 0.04025
0.7971000 1.18454 0.04495
0.7987000 1.15840 0.04832
0.8004000 1.16662 0.03953
0.8020000 1.20988 0.04186
0.8037000 1.21523 0.05313
0.8053000 1.20632 0.06440
0.8070000 1.23423 0.07568
0.8086000 1.31037 0.08695
0.8103000 1.33007 0.09822
0.8119000 1.34373 0.10949
0.8136000 1.15068 0.12077
0.8153000 1.33294 0.13204
0.8169000 1.24849 0.14331
0.8186000 1.19087 0.15459
0.8202000 1.23334 0.16586
0.8219000 1.22622 0.17713
0.8235000 1.28373 0.18841
