Asteroid designations ( Number, Name, Temporary designation): 347449, -,  K12TN6W, 1998 HO121, J98HC1O
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 12 - 30 - 03:11
Observation was made by : O. Vaduvescu, F. Stevance E-mail; ovidiu.vaduvescu@gmail.com
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 347449vshd283886.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4001000 0.73336 0.02179
0.4005000 0.76628 0.02326
0.4009000 0.79082 0.02164
0.4013000 0.77507 0.01932
0.4017000 0.81178 0.02054
0.4021000 0.75667 0.01802
0.4025000 0.77344 0.01873
0.4029000 0.74205 0.01665
0.4033000 0.68868 0.01781
0.4037000 0.74389 0.02041
0.4041000 0.79409 0.01797
0.4045000 0.76240 0.02082
0.4049000 0.72406 0.02011
0.4053000 0.83979 0.01865
0.4057000 0.76986 0.01892
0.4061000 0.72968 0.02057
0.4065000 0.77538 0.01957
0.4069000 0.75442 0.01874
0.4074000 0.81352 0.01706
0.4078000 0.78438 0.02092
0.4082000 0.80994 0.01949
0.4086000 0.79849 0.01790
0.4090000 0.80605 0.01716
0.4094000 0.85809 0.01721
0.4098000 0.83458 0.01870
0.4102000 0.80892 0.01817
0.4106000 0.81577 0.01845
0.4110000 0.82793 0.01780
0.4114000 0.80002 0.01588
0.4118000 0.73919 0.01749
0.4122000 0.76465 0.01485
0.4126000 0.79736 0.01699
0.4130000 0.80370 0.01671
0.4134000 0.77671 0.01736
0.4138000 0.78816 0.01563
0.4142000 0.76730 0.01389
0.4146000 0.80922 0.01391
0.4151000 0.78734 0.01555
0.4155000 0.74594 0.01592
0.4159000 0.84879 0.01666
0.4163000 0.78090 0.01344
0.4167000 0.78530 0.01374
0.4171000 0.79000 0.01479
0.4175000 0.77344 0.01410
0.4179000 0.71046 0.01640
0.4183000 0.80053 0.01463
0.4187000 0.80738 0.01569
0.4191000 0.79624 0.01438
0.4195000 0.80237 0.01470
0.4199000 0.76444 0.01408
0.4203000 0.79695 0.01540
0.4207000 0.78070 0.01387
0.4211000 0.79307 0.01398
0.4215000 0.76332 0.01390
0.4219000 0.79879 0.01427
0.4224000 0.75984 0.01547
0.4228000 0.78407 0.01452
0.4232000 0.80411 0.01515
0.4236000 0.72896 0.01369
0.4240000 0.78213 0.01481
0.4244000 0.83253 0.01268
0.4248000 0.78959 0.01281
0.4252000 0.76730 0.01222
0.4256000 0.76219 0.01360
0.4260000 0.77334 0.01403
0.4264000 0.79706 0.01383
0.4268000 0.82394 0.01374
0.4272000 0.72845 0.01405
0.4276000 0.77303 0.01329
0.4280000 0.74614 0.01255
0.4284000 0.77978 0.01337
0.4288000 0.80697 0.01370
0.4292000 0.75054 0.01395
0.4297000 0.70893 0.01486
0.4301000 0.76219 0.01637
0.4305000 0.73745 0.01658
0.4309000 0.74236 0.01692
0.4313000 0.73275 0.01330
0.4317000 0.82834 0.01281
0.4321000 0.77794 0.01304
0.4325000 0.81669 0.01221
0.4329000 0.80667 0.01339
0.4333000 0.89112 0.01309
0.4337000 0.79992 0.01340
0.4341000 0.87926 0.01521
0.4345000 0.84030 0.01168
0.4349000 0.79869 0.01261
0.4353000 0.82803 0.01231
0.4357000 0.79358 0.01248
0.4361000 0.81556 0.01133
0.4366000 0.84204 0.01274
0.4370000 0.84664 0.01193
0.4374000 0.80421 0.01172
0.4378000 0.76240 0.01207
0.4382000 0.78070 0.01360
0.4386000 0.80534 0.01331
0.4390000 0.74859 0.01183
0.4394000 0.84654 0.01145
0.4398000 0.80503 0.01164
0.4402000 0.81975 0.01080
0.4406000 0.81914 0.01166
0.4410000 0.82435 0.01102
0.4414000 0.82364 0.01120
0.4418000 0.82977 0.01085
0.4422000 0.82210 0.01197
0.4426000 0.83672 0.01090
0.4430000 0.83621 0.01081
0.4435000 0.86320 0.01151
0.4439000 0.86259 0.01144
0.4443000 0.82650 0.01124
0.4447000 0.83018 0.00952
0.4451000 0.83131 0.01094
0.4455000 0.86515 0.01065
0.4459000 0.81147 0.01116
0.4463000 0.87762 0.01052
0.4467000 0.87108 0.01006
0.4471000 0.88212 0.01036
0.4475000 0.84357 0.00968
0.4479000 0.84429 0.01043
0.4483000 0.87905 0.01024
0.4487000 0.85687 0.00917
0.4491000 0.83693 0.00919
0.4495000 0.79777 0.01056
0.4499000 0.83938 0.00889
0.4504000 0.86085 0.01026
0.4508000 0.84357 0.00920
0.4512000 0.86668 0.00887
0.4516000 0.84858 0.00952
0.4520000 0.90809 0.00939
0.4524000 0.85901 0.00934
0.4528000 0.84030 0.01008
0.4532000 0.86157 0.00939
0.4536000 0.89336 0.01032
0.4540000 0.87445 0.01027
0.4544000 0.83141 0.00896
0.4548000 0.87169 0.00961
0.4552000 0.87333 0.01051
0.4556000 0.89725 0.01000
0.4560000 0.88600 0.00913
0.4564000 0.89347 0.00851
0.4569000 0.87384 0.00892
0.4573000 0.84777 0.00867
0.4577000 0.84746 0.00958
0.4581000 0.86177 0.00928
0.4585000 0.87292 0.00895
0.4589000 0.94285 0.00979
0.4593000 0.93661 0.00842
0.4597000 0.87670 0.00854
0.4601000 0.88467 0.00922
0.4605000 0.87322 0.00886
0.4609000 0.87854 0.00883
0.4613000 0.89367 0.00887
0.4617000 0.88917 0.00868
0.4621000 0.87558 0.00844
0.4625000 0.90257 0.00883
0.4629000 0.89173 0.00851
0.4634000 0.86678 0.00970
0.4638000 0.93845 0.00845
0.4642000 0.92915 0.00907
0.4646000 0.91984 0.00832
0.4650000 0.91054 0.00925
0.4654000 0.89347 0.00904
0.4658000 0.91310 0.00868
0.4662000 0.89664 0.00909
0.4666000 0.89336 0.00901
0.4670000 0.89122 0.00829
0.4674000 0.90482 0.00862
0.4678000 0.87568 0.00844
0.4682000 0.89776 0.00871
0.4686000 0.90042 0.00751
0.4690000 0.93170 0.00785
0.4695000 0.90533 0.00895
0.4699000 0.86985 0.00880
0.4703000 0.87619 0.00779
0.4707000 0.91023 0.00894
0.4711000 0.90819 0.00839
0.4715000 0.88416 0.00797
0.4719000 0.91340 0.00725
