Asteroid designations ( Number, Name, Temporary designation): -, -, 
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 02 - 06 - 23:24
Observation was made by : M. Popescu, F. Lopez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 417264vshyade64.txt
Wavelength[um]	Reflectance	sigma(optional)
0.4218000 0.95088 0.04057
0.4254000 0.95304 0.03902
0.4291000 0.97838 0.04072
0.4328000 0.93670 0.03612
0.4364000 0.86548 0.03285
0.4401000 0.85011 0.03277
0.4437000 0.93634 0.02853
0.4474000 0.97334 0.02804
0.4511000 0.89082 0.02581
0.4547000 0.94775 0.02720
0.4584000 0.89010 0.02469
0.4620000 0.94175 0.02298
0.4657000 1.00288 0.02532
0.4694000 0.98823 0.02376
0.4730000 1.01381 0.02248
0.4767000 1.00000 0.02126
0.4804000 0.93815 0.02161
0.4840000 1.00360 0.02197
0.4877000 1.01585 0.02176
0.4914000 0.99964 0.02155
0.4950000 1.03843 0.02134
0.4987000 0.99147 0.02114
0.5024000 1.04576 0.02093
0.5060000 1.00552 0.02072
0.5097000 1.00096 0.02051
0.5134000 0.93839 0.02030
0.5170000 0.98727 0.02010
0.5207000 1.07999 0.01989
0.5244000 0.99111 0.01968
0.5280000 1.02438 0.01947
0.5317000 1.00937 0.01927
0.5354000 0.96241 0.01906
0.5391000 1.03279 0.01885
0.5427000 1.00396 0.01864
0.5464000 0.98246 0.01843
0.5501000 1.00000 0.01823
0.5566000 1.02895 0.01802
0.5611000 0.99363 0.01781
0.5648000 1.03735 0.01760
0.5685000 1.01693 0.01740
0.5721000 1.02390 0.01719
0.5758000 1.05573 0.01698
0.5795000 1.06774 0.01677
0.5832000 1.02666 0.01656
0.5869000 1.07362 0.01636
0.5905000 1.02726 0.01613
0.5942000 1.01862 0.01590
0.5979000 1.07338 0.01557
0.6016000 1.04936 0.01584
0.6053000 1.08636 0.01608
0.6090000 1.04300 0.01611
0.6126000 1.09993 0.01600
0.6163000 1.08576 0.01631
0.6200000 1.08071 0.01558
0.6237000 1.09464 0.01637
0.6274000 1.10761 0.01709
0.6311000 1.06918 0.02478
0.6348000 1.06354 0.01824
0.6384000 1.11722 0.01775
0.6421000 1.10365 0.01677
0.6458000 1.09428 0.01667
0.6495000 1.04984 0.01581
0.6532000 1.13212 0.01692
0.6569000 1.12995 0.01899
0.6606000 1.10461 0.01745
0.6643000 1.12923 0.01632
0.6680000 1.07723 0.01714
0.6716000 1.09717 0.01689
0.6753000 1.08467 0.01675
0.6790000 1.05153 0.01691
0.6827000 1.08467 0.01762
0.6864000 1.08828 0.01855
0.6901000 1.16599 0.01796
0.6938000 1.06414 0.01789
0.6975000 1.10497 0.01766
0.7012000 1.12251 0.01874
0.7049000 1.12011 0.01825
0.7086000 1.12023 0.01712
0.7123000 1.13019 0.01795
0.7160000 1.15325 0.01872
0.7197000 1.17620 0.01922
0.7234000 1.14941 0.01920
0.7271000 1.17331 0.02061
0.7308000 1.12467 0.02080
0.7345000 1.17872 0.02085
0.7382000 1.14929 0.02080
0.7419000 1.16731 0.02052
0.7456000 1.18424 0.01997
0.7493000 1.13260 0.02003
0.7530000 1.15241 0.02139
0.7567000 1.13956 0.02172
0.7612000 1.21223 0.03203
0.7650000 1.04816 0.02463
0.7687000 1.12911 0.02232
0.7724000 1.18052 0.02472
0.7761000 1.11854 0.02773
0.7798000 1.12779 0.02525
0.7835000 1.16418 0.02491
0.7872000 1.16971 0.02658
0.7909000 1.13284 0.02590
0.7946000 1.15001 0.02637
0.7983000 1.18328 0.02755
0.8020000 1.13908 0.03562
0.8057000 1.09596 0.04370
0.8095000 1.15614 0.05177
0.8132000 1.13344 0.05985
0.8169000 1.05561 0.06793
0.8206000 1.14893 0.07600
0.8243000 1.03603 0.08408
0.8280000 1.15217 0.08116
0.8317000 1.14581 0.07824
0.8355000 1.14485 0.07531
0.8392000 1.19037 0.07239
0.8429000 1.12359 0.06947
0.8466000 1.13344 0.06655
0.8503000 1.08275 0.06363
0.8540000 1.18304 0.06071
0.8578000 1.13800 0.05778
0.8615000 1.16551 0.05486
0.8652000 1.17007 0.05194
0.8689000 1.18580 0.04902
0.8726000 1.10689 0.04610
0.8764000 1.14581 0.04318
0.8801000 1.11434 0.04025
0.8838000 1.14845 0.03733
0.8875000 1.10509 0.03588
0.8913000 1.17343 0.03831
0.8950000 1.21355 0.03582
0.8987000 1.15013 0.03509
0.9024000 1.18352 0.03375
0.9062000 1.16659 0.03366
0.9099000 1.20490 0.03195
0.9145000 1.11434 0.03283
