wave,refl,refl_err
0.8289,1.5294,0.0168
0.8533,1.2706,0.0168
0.8776,0.9576,0.1391
0.9021,0.8257,0.1674
0.9265,0.7612,0.1175
0.951,0.8704,0.1533
0.9755,0.9996,0.108
1.0001,1.1476,0.0336
1.0247,1.5002,0.2849
1.0493,,2.3476
1.074,,
1.0987,,
1.1234,,
1.1482,,
1.173,,
1.1978,,
1.2227,,
1.2476,,
1.2726,,
1.2976,,
1.3226,,
1.3476,,
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,,
1.4987,,
1.524,,
1.549,,
1.5747,,
1.6001,,
1.491,,
1.552,,
1.615,,
1.675,,
1.735,,
1.795,,
1.853,,
1.913,,
1.97,,
2.028,,
2.084,,
2.14,,
2.196,,
2.252,,
2.306,,
2.361,,
2.414,,
2.466,,
2.519,,
2.57,,
